Add,Alloc,B,BeatGurobi,BestBound,Constraints,CyclesLS,DeactivateImprovedTimes,DiffLS,DiffRepair,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,Repaired,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
2,queue,625,false,467610.276,6,0,0,100.0,100.0,false,100.0,100.0,10,0,0.0,0,pdisp,32,0,0,false,78,0,276,830,0,554,1800,713,1543,1018277,10000000,471810,10000000
1,queue,625,false,466413.292,3,0,0,100.0,100.0,false,100.0,100.0,11,0,0.0,0,pdisp,32,0,0,false,78,0,3,4,0,1,1800,445,449,1057457,10000000,468195,10000000
2,queue,625,false,461040.141,6,6,0,0.10664930864522319,0.4730015165571756,false,0.1081636715697274,0.4738948577414595,12,359371,69.51674804045219,0,pdisp,32,0,1,true,78,0,2,2,1017,0,1800,181,1200,850585,516956,461823,876327
3,queue,625,false,468091.441,9,0,0,100.0,100.0,false,100.0,100.0,13,0,0.0,0,pdisp,32,0,0,false,78,0,3,3,0,0,1800,535,538,869601,10000000,468480,10000000
2,queue,625,false,459097.84,6,3,0,0.14476572813925037,0.5310987150928101,false,0.14514401905233615,0.5313061215322513,14,442479,82.39111288211274,0,pdisp,32,0,1,true,78,0,3,3,1013,0,1800,198,1214,937281,537047,459301,979526
2,queue,625,false,479672.397,6,5,0,0.11086001947491227,0.5446175097602126,false,0.11871907071597862,0.5486426063743198,15,518443,95.25124474085506,0,pdisp,32,0,1,true,78,0,3,3,1277,0,1800,243,1523,1018798,544290,483950,1062733
1,queue,625,false,461967.277,3,0,0,100.0,100.0,false,100.0,100.0,16,0,0.0,0,pdisp,32,0,0,false,78,0,2,2,0,0,1800,434,436,997082,10000000,462365,10000000
1,queue,625,false,462126.537,3,5,0,0.1343522303181091,0.5705988575161555,false,0.13550917662024262,0.5711727561402011,17,543087,101.59419340959472,0,pdisp,32,0,1,true,78,0,0,0,1089,0,1800,116,1205,1049254,534565,462745,1077652
2,queue,625,false,454556.375,6,4,0,0.09646052968130689,0.5071132902198614,false,0.09871223041553234,0.5083416077452823,18,420196,83.3158517748904,0,pdisp,32,0,1,true,78,0,3,3,1110,0,1800,228,1341,869438,504341,455692,924537
2,queue,625,false,458774.946,5,4,0,0.15614900182516092,0.5890822518756289,false,0.16182372489947,0.5918455885689172,19,576674,105.35764201633692,0,pdisp,32,0,1,true,78,0,3,3,1098,0,1800,75,1176,1105865,547349,461881,1124023
2,queue,625,false,462154.445,6,0,0,100.0,100.0,false,100.0,100.0,1,0,0.0,0,pdisp,32,0,0,false,78,0,4,4,0,0,1800,427,431,1010074,10000000,464274,10000000
3,queue,625,false,464547.884,7,0,0,100.0,100.0,false,100.0,100.0,20,0,0.0,0,pdisp,32,0,0,false,78,0,1,2,0,1,1800,504,506,1050999,10000000,465070,10000000
3,queue,625,false,474267.15,8,0,0,100.0,100.0,false,100.0,100.0,2,0,0.0,0,pdisp,32,0,0,false,78,0,2,2,0,0,1800,472,474,934009,10000000,475106,10000000
3,queue,625,false,451740.158,7,4,0,0.1003101781433907,0.5503117617674395,false,0.10064233951566022,0.5504777846107306,3,502642,100.06968058420202,0,pdisp,32,0,1,true,78,0,2,2,963,0,1800,220,1185,963563,502292,451907,1004934
3,queue,625,false,460520.424,7,4,0,0.1188511034507811,0.4672478028221439,false,0.11953283968178403,0.4676599879549687,4,342046,65.39563820044701,0,pdisp,32,0,1,true,78,0,2,2,761,0,1800,166,929,831611,523041,460877,865087
2,queue,625,false,468298.942,5,4,0,0.06714622575860602,0.5037641539167719,false,0.0689178466762897,0.5047065757939203,5,442536,87.98597110716118,0,pdisp,32,0,1,true,78,0,3,4,990,1,1800,229,1223,879831,502962,469190,945498
1,queue,625,false,490305.188,3,5,0,0.07231305148585102,0.5553039848973179,false,0.07477716386253326,0.5564851818047777,6,575567,108.61148222790848,0,pdisp,32,0,1,true,78,0,3,3,1295,0,1800,142,1440,1032057,529932,491611,1105499
1,queue,625,false,453366.406,3,4,0,0.08462049660672212,0.47796556444722116,false,0.08700403568479768,0.479324879870637,7,374158,75.3484906458304,0,pdisp,32,0,1,true,78,0,3,3,878,0,1800,75,956,847047,496570,454550,870728
2,queue,625,false,460970.188,6,4,0,0.08358551705264326,0.4469785726680349,false,0.08585182306023452,0.44834620249756163,8,331353,65.71048383578379,0,pdisp,32,0,1,true,78,0,3,3,795,0,1800,234,1032,781721,504262,462113,835615
1,queue,625,false,487836.913,3,4,0,0.08438226779568342,0.5301983180294446,false,0.08650589101068472,0.5312879449809427,9,506769,94.89451982458046,0,pdisp,32,0,1,true,78,0,3,3,1224,0,1800,127,1354,992215,534034,488971,1040803
