Add,Alloc,B,BeatGurobi,BestBound,Constraints,CyclesLS,DeactivateImprovedTimes,DiffLS,DiffRepair,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,Repaired,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
18,opp,625,false,467610.276,51,5,0,0.06719678606874681,0.4158497237787952,false,0.07549995057315369,0.42104942267168183,10,301888,59.68548709168482,0,relax,32,0,1,true,78,0,709,1709,749,1000,1800,629,3087,613611,505798,471810,807686
17,opp,625,false,466413.292,53,0,0,100.0,100.0,false,100.0,100.0,11,0,0.0,0,relax,32,2,0,false,78,0,497,1497,0,1000,1800,1810,3307,597886,10000000,468195,10000000
21,opp,625,false,461040.141,55,0,0,100.0,100.0,false,100.0,100.0,12,0,0.0,0,relax,32,0,0,false,78,0,207,1207,0,1000,1800,2179,3386,603001,10000000,461823,10000000
18,opp,625,false,468091.441,50,5,0,0.10065423718401573,0.4069505576928189,false,0.10140015780016588,0.4074424350371099,13,269039,51.64768713333538,0,relax,32,0,1,true,78,0,428,1428,555,1000,1800,652,2635,559199,520912,468480,789951
18,opp,625,false,459097.84,54,4,0,0.15334660546738188,0.4037560818564656,false,0.1537211008497852,0.40401981503886675,14,227834,41.9978248446976,0,relax,32,0,1,true,78,0,219,1219,559,1000,1800,665,2443,581438,542490,459301,770324
17,opp,625,false,479672.397,48,4,0,0.06836124367373105,0.510464893975365,false,0.07659593886740294,0.5147918633691789,15,469130,90.31091843276012,0,relax,32,0,1,true,78,0,211,1211,692,1000,1800,878,2781,595672,519461,483950,988591
19,opp,625,false,461967.277,53,5,0,0.06283950317004751,0.43050712597411717,false,0.06364564179273889,0.4309969995898454,16,318521,64.56053088161372,0,relax,32,0,1,true,78,0,383,1383,669,1000,1800,616,2668,552993,493368,462365,811889
19,opp,625,false,462126.537,54,5,0,0.1187974764296011,0.5123101519627423,false,0.11997521180509929,0.5129619539843453,17,423722,80.6891259100145,0,relax,32,0,1,true,78,0,162,1162,716,1000,1800,1020,2898,565915,525129,462745,948851
18,opp,625,false,454556.375,53,7,0,0.09863734994333005,0.641590118819248,false,0.1008836258478239,0.642483308125437,18,765868,151.48934150118978,0,relax,32,0,1,true,78,0,376,1376,1094,1000,1800,1216,3686,761565,505559,455692,1271427
17,opp,625,false,458774.946,49,5,0,0.0747742929314175,0.47913699407168336,false,0.08099624405809992,0.48263968983750977,19,387552,77.63321574731225,0,relax,32,0,1,true,78,0,185,1185,721,1000,1800,1077,2983,605008,499209,461881,886761
16,opp,625,false,462154.445,45,4,0,0.10130485531610947,0.5096496592280906,false,0.1054076777601629,0.5118882608222673,1,430212,83.2761334006957,0,relax,32,0,1,true,78,0,374,1374,701,1000,1800,435,2510,626646,516609,464274,946821
17,opp,625,false,464547.884,47,0,0,100.0,100.0,false,100.0,100.0,20,0,0.0,0,relax,32,0,0,false,78,0,182,1182,0,1000,1800,1462,2644,634481,10000000,465070,10000000
17,opp,625,false,474267.15,51,0,0,100.0,100.0,false,100.0,100.0,2,0,0.0,0,relax,32,0,0,false,78,0,356,1356,0,1000,1800,1695,3051,749180,10000000,475106,10000000
15,opp,625,false,451740.158,46,4,0,0.11720706535965587,0.6208604882174091,false,0.11753298847835346,0.6210004647931754,3,680022,132.8411856864346,0,relax,32,1,1,true,78,0,174,1174,844,1000,1800,673,2691,699690,511906,451907,1191928
16,opp,625,false,460520.424,49,0,0,100.0,100.0,false,100.0,100.0,4,0,0.0,0,relax,32,1,0,false,78,0,363,1363,0,1000,1800,1870,3233,619881,10000000,460877,10000000
17,opp,625,false,468298.942,50,4,0,0.16567827427577658,0.4886402029788542,false,0.16726276893312306,0.48961134737241346,5,355173,63.157473580138024,0,relax,32,0,1,true,78,0,170,1170,650,1000,1800,599,2419,629064,562361,469190,917534
18,opp,625,false,490305.188,49,0,0,100.0,100.0,false,100.0,100.0,6,0,0.0,0,relax,32,0,0,false,78,0,396,1396,0,1000,1800,2179,3575,616992,10000000,491611,10000000
16,opp,625,false,453366.406,46,0,0,100.0,100.0,false,100.0,100.0,7,0,0.0,0,relax,32,0,0,false,78,0,169,1169,0,1000,1800,1709,2878,620188,10000000,454550,10000000
17,opp,625,false,460970.188,49,0,0,100.0,100.0,false,100.0,100.0,8,0,0.0,0,relax,32,0,0,false,78,0,460,1460,0,1000,1800,1815,3275,556234,10000000,462113,10000000
15,opp,625,false,487836.913,43,5,0,0.14944406175854608,0.4512787422428208,false,0.1514167849513989,0.45255141003916466,9,316226,55.00692313579783,0,relax,32,0,1,true,78,0,159,1159,722,1000,1800,654,2535,580954,574884,488971,891110
