Add,Alloc,B,BeatGurobi,BestBound,Constraints,CyclesLS,DeactivateImprovedTimes,DiffLS,DiffRepair,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,Repaired,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
1,queue,625,false,467610.276,3,0,0,100.0,100.0,false,100.0,100.0,10,0,0.0,0,relax,32,0,0,false,78,0,271,1271,0,1000,1800,504,1775,978876,10000000,471810,10000000
3,queue,625,false,466413.292,7,0,0,100.0,100.0,false,100.0,100.0,11,0,0.0,0,relax,32,0,0,false,78,0,1,1001,0,1000,1800,834,1835,1131310,10000000,468195,10000000
2,queue,625,false,461040.141,6,0,0,100.0,100.0,false,100.0,100.0,12,0,0.0,0,relax,32,0,0,false,78,0,1,1001,0,1000,1800,518,1519,947457,10000000,461823,10000000
2,queue,625,false,468091.441,5,5,0,0.0897503652811888,0.46971712134092025,false,0.09050532960798335,0.47015693987116464,13,368781,71.65359685391861,0,relax,32,0,1,true,78,0,1,1001,679,1000,1800,360,2040,860036,514672,468480,883453
2,queue,625,false,459097.84,6,5,0,0.16364056835170357,0.4536267778206025,false,0.16401051046403,0.45386845198159487,14,291469,53.074747754326104,0,relax,32,0,1,true,78,0,1,1001,765,1000,1800,170,1936,806768,549167,459301,840636
1,queue,625,false,479672.397,3,7,0,0.09397600286063575,0.5651079928648775,false,0.10198429084128527,0.5689519754134822,15,578658,108.33309931535702,0,relax,32,0,1,true,78,0,1,1001,1097,1000,1800,238,2336,1044395,534147,483950,1112805
4,queue,625,false,461967.277,10,0,0,100.0,100.0,false,100.0,100.0,16,0,0.0,0,relax,32,0,0,false,78,0,1,1001,0,1000,1800,794,1795,904140,10000000,462365,10000000
1,queue,625,false,462126.537,3,5,0,0.12419776405415175,0.5304969734356325,false,0.1253682818949707,0.5311244686010435,17,457239,86.53814488792828,0,relax,32,0,1,true,78,0,1,1001,937,1000,1800,87,2025,944520,528367,462745,985606
2,queue,625,false,454556.375,6,0,0,100.0,100.0,false,100.0,100.0,18,0,0.0,0,relax,32,0,0,false,78,0,2,1002,0,1000,1800,800,1802,1270206,10000000,455692,10000000
2,queue,625,false,458774.946,6,4,0,0.11945514164792008,0.4679170381839085,false,0.12537662332710567,0.4714951858277404,19,343522,65.4901437449956,0,relax,32,0,1,true,78,0,1,1001,739,1000,1800,79,1819,853542,524540,461881,868062
2,queue,625,false,462154.445,4,6,0,0.0993592541508808,0.5431561090425323,false,0.10347095886850062,0.5452417432871773,1,500771,97.14409313026559,0,relax,32,0,1,true,78,0,1,1001,938,1000,1800,424,2363,961239,515493,464274,1016264
2,queue,625,false,464547.884,4,4,0,0.12202074739713614,0.5413560602399776,false,0.12300642055483708,0.5418709619520892,20,484306,91.42938050424293,0,relax,32,0,1,true,78,0,1,1001,765,1000,1800,154,1920,965154,529705,465070,1014011
1,queue,625,false,474267.15,3,6,0,0.09681503476961566,0.6465934373282176,false,0.09840970355528346,0.6472174140725594,2,818327,155.56541972572114,0,relax,32,0,1,true,78,0,1,1001,1143,1000,1800,142,2286,1302948,526034,475106,1344361
1,queue,625,false,451740.158,3,5,0,0.12107196828984143,0.6300335412503346,false,0.12139646450403282,0.6301701311768254,3,707324,137.569652849227,0,relax,32,0,1,true,78,0,1,1001,1269,1000,1800,131,2401,1187539,514157,451907,1221481
1,queue,625,false,460520.424,3,4,0,0.1544130867939483,0.5517972766119668,false,0.15506730906835853,0.5521440466488634,4,483240,88.66170799100246,0,relax,32,0,1,true,78,0,1,1001,857,1000,1800,97,1955,1005021,545038,460877,1028278
1,queue,625,false,468298.942,3,4,0,0.10966091627939634,0.5230058995220808,false,0.1113517958021098,0.5239117786098355,5,456660,86.65620451668852,0,relax,32,0,1,true,78,0,1,1001,1067,1000,1800,54,2122,971240,526979,469190,983639
1,queue,625,false,490305.188,3,5,0,0.08517574988416084,0.4912012701054316,false,0.08760569649579532,0.4925527359739355,6,428836,79.80081245592064,0,relax,32,0,1,true,78,0,1,1001,811,1000,1800,100,1912,942866,537383,491611,966219
1,queue,625,false,453366.406,3,4,0,0.10670067840045279,0.5624998195329802,false,0.10902672331795203,0.5636390178359165,7,530127,104.18261785537415,0,relax,32,0,1,true,78,0,1,1001,1485,1000,1800,137,2623,1004516,508844,454550,1038971
3,queue,625,false,460970.188,7,0,0,100.0,100.0,false,100.0,100.0,8,0,0.0,0,relax,32,0,0,false,78,0,1,1001,0,1000,1800,366,1367,752980,10000000,462113,10000000
2,queue,625,false,487836.913,4,5,0,0.1394491796123596,0.5531797849835745,false,0.14144508427386498,0.5542161102404657,9,526128,92.59442421511879,0,relax,32,0,1,true,78,0,1,1001,1087,1000,1800,351,2439,1034784,568207,488971,1094335
