Add,Alloc,B,BestBound,Constraints,Factible,ID,Loc,P,Remove,S,TimeAlloc,TimeLoc,TimeOptim,TotalTimeCons,Unassigned,ValueCons,ValueOptim
1,queue,625,467610.276,3,false,10,relax,32,0,78,280,1000,1800,1280,0,978876,471810
3,queue,625,466413.292,7,false,11,relax,32,0,78,1,1000,1800,1001,0,1131310,468195
2,queue,625,461040.141,6,false,12,relax,32,0,78,1,1000,1800,1001,0,947457,461823
2,queue,625,468091.441,5,false,13,relax,32,0,78,1,1000,1800,1001,0,860036,468480
2,queue,625,459097.84,6,false,14,relax,32,0,78,1,1000,1800,1001,0,806768,459301
1,queue,625,479672.397,3,false,15,relax,32,0,78,1,1000,1800,1001,0,1044395,483950
4,queue,625,461967.277,10,false,16,relax,32,0,78,1,1000,1800,1001,0,904140,462365
1,queue,625,462126.537,3,false,17,relax,32,0,78,1,1000,1800,1001,0,944520,462745
2,queue,625,454556.375,6,false,18,relax,32,0,78,1,1000,1800,1001,0,1270206,455692
2,queue,625,458774.946,6,false,19,relax,32,0,78,2,1000,1800,1002,0,853542,461881
2,queue,625,462154.445,4,false,1,relax,32,0,78,1,1000,1800,1001,0,961239,464274
2,queue,625,464547.884,4,false,20,relax,32,0,78,2,1000,1800,1002,0,965154,465070
1,queue,625,474267.15,3,false,2,relax,32,0,78,1,1000,1800,1001,0,1302948,475106
1,queue,625,451740.158,3,false,3,relax,32,0,78,1,1000,1800,1001,0,1187539,451907
1,queue,625,460520.424,3,false,4,relax,32,0,78,1,1000,1800,1001,0,1005021,460877
1,queue,625,468298.942,3,false,5,relax,32,0,78,1,1000,1800,1001,0,971240,469190
1,queue,625,490305.188,3,false,6,relax,32,0,78,1,1000,1800,1001,0,942866,491611
1,queue,625,453366.406,3,false,7,relax,32,0,78,1,1000,1800,1001,0,1004516,454550
3,queue,625,460970.188,7,false,8,relax,32,0,78,1,1000,1800,1001,0,752980,462113
2,queue,625,487836.913,4,false,9,relax,32,0,78,1,1000,1800,1001,0,1034784,488971
