instance_id,instance_number,y_method,move_config,B,S,P,construction_time,ls_time,total_time,post_repair_obj,post_ls_obj,ls_iterations,total_ls_improvement,successful_moves_simple,successful_moves_interchange,successful_moves_deactivate,status,rel_ls_improvement,instance_num,p_value,best_bound,optimality_gap
inst_21_first_instance_set_small_1000_200_15,21,multi_p_median,simple_deactivate,1000,200,15,20.365000009536743,0.2139999866485595,20.578999996185303,1040611.0,1013518.0,2,27093.0,1,0,0,success,2.6035665584930303,21,15,991077.390505716,2.2141303355524053
inst_21_first_instance_set_small_1000_200_15,21,multi_p_median,interchange_deactivate,1000,200,15,20.365000009536743,0.7300000190734863,21.09500002861023,1040611.0,1016443.0,2,24168.0,0,1,0,success,2.32248169584984,21,15,991077.390505716,2.4955269989841073
inst_19_first_instance_set_small_1000_200_25,19,multi_p_median,all_moves,1000,200,25,10.66100001335144,0.6840000152587891,11.34500002861023,822634.0,782723.0,3,39911.0,2,2,0,success,4.85161080140135,19,25,756474.0,3.353549084414282
inst_19_first_instance_set_small_1000_200_25,19,multi_p_median,simple_interchange,1000,200,25,10.66100001335144,0.4000000953674316,11.061000108718872,822634.0,782723.0,3,39911.0,2,2,0,success,4.85161080140135,19,25,756474.0,3.353549084414282
inst_19_first_instance_set_small_1000_200_25,19,multi_p_median,simple_deactivate,1000,200,25,10.66100001335144,0.2050001621246338,10.866000175476074,822634.0,801470.0,2,21164.0,1,0,0,success,2.57271155823853,19,25,756474.0,5.614183937015733
inst_19_first_instance_set_small_1000_200_25,19,multi_p_median,interchange_deactivate,1000,200,25,10.66100001335144,0.6970000267028809,11.35800004005432,822634.0,788741.0,2,33893.0,0,1,0,success,4.120058251907889,19,25,756474.0,4.090950007670452
inst_4_first_instance_set_small_1000_200_20,4,multi_p_median,all_moves,1000,200,20,10.980999946594238,0.5260000228881836,11.506999969482422,932776.0,904475.0,3,28301.0,2,1,0,success,3.03406176831307,4,20,867342.738203675,4.105393935302245
inst_4_first_instance_set_small_1000_200_20,4,multi_p_median,simple_interchange,1000,200,20,10.980999946594238,0.2969999313354492,11.277999877929688,932776.0,904475.0,3,28301.0,2,1,0,success,3.03406176831307,4,20,867342.738203675,4.105393935302245
inst_4_first_instance_set_small_1000_200_20,4,multi_p_median,simple_deactivate,1000,200,20,10.980999946594238,0.1679999828338623,11.1489999294281,932776.0,908503.0,2,24273.0,1,0,0,success,2.6022324759642097,4,20,867342.738203675,4.530558709913449
inst_4_first_instance_set_small_1000_200_20,4,multi_p_median,interchange_deactivate,1000,200,20,10.980999946594238,0.7019999027252197,11.682999849319458,932776.0,909548.0,2,23228.0,0,1,0,success,2.49020129162842,4,20,867342.738203675,4.640245682066804
inst_11_first_instance_set_small_1000_200_25,11,multi_p_median,all_moves,1000,200,25,11.573999881744385,0.7200000286102295,12.293999910354614,874931.0,846741.0,3,28190.0,2,1,1,success,3.2219683609336,11,25,783790.0,7.434504765920158
inst_11_first_instance_set_small_1000_200_25,11,multi_p_median,simple_interchange,1000,200,25,11.573999881744385,0.2599999904632568,11.833999872207642,874931.0,847254.0,3,27677.0,2,1,0,success,3.16333516585879,11,25,783790.0,7.490551829793662
inst_11_first_instance_set_small_1000_200_25,11,multi_p_median,simple_deactivate,1000,200,25,11.573999881744385,0.440000057220459,12.013999938964844,874931.0,850830.0,2,24101.0,1,0,0,success,2.75461722124373,11,25,783790.0,7.879364855494048
inst_11_first_instance_set_small_1000_200_25,11,multi_p_median,interchange_deactivate,1000,200,25,11.573999881744385,2.0910000801086426,13.664999961853027,874931.0,836996.0,4,37935.0,0,3,2,success,4.33577047790054,11,25,783790.0,6.356780677565962
inst_13_first_instance_set_small_1000_200_25,13,multi_p_median,all_moves,1000,200,25,12.323999881744385,1.0719997882843018,13.395999670028688,843646.0,817196.0,3,26450.0,2,2,1,success,3.13520125739943,13,25,777041.0,4.913753860762901
inst_13_first_instance_set_small_1000_200_25,13,multi_p_median,simple_interchange,1000,200,25,12.323999881744385,0.2689998149871826,12.592999696731567,843646.0,819957.0,2,23689.0,1,1,0,success,2.80793128871588,13,25,777041.0,5.233932998925553
inst_13_first_instance_set_small_1000_200_25,13,multi_p_median,simple_deactivate,1000,200,25,12.323999881744385,0.7720000743865967,13.09599995613098,843646.0,822162.0,3,21484.0,2,0,1,success,2.54656573965857,13,25,777041.0,5.4880911547845805
inst_13_first_instance_set_small_1000_200_25,13,multi_p_median,interchange_deactivate,1000,200,25,12.323999881744385,1.5409998893737793,13.864999771118164,843646.0,824998.0,3,18648.0,0,2,1,success,2.21040578631321,13,25,777041.0,5.81298378905161
inst_15_first_instance_set_small_1000_200_15,15,multi_p_median,all_moves,1000,200,15,19.212000131607056,0.3269999027252197,19.539000034332275,1051147.0,1029979.0,2,21168.0,1,1,1,success,2.01380016305997,15,15,1000961.0558226136,2.8173335745084462
inst_15_first_instance_set_small_1000_200_15,15,multi_p_median,simple_interchange,1000,200,15,19.212000131607056,0.1409997940063476,19.352999925613403,1051147.0,1033112.0,2,18035.0,1,1,0,success,1.7157448006796299,15,15,1000961.0558226136,3.112048275248603
inst_15_first_instance_set_small_1000_200_15,15,multi_p_median,simple_deactivate,1000,200,15,19.212000131607056,0.1900000572204589,19.402000188827515,1051147.0,1030557.0,2,20590.0,1,0,1,success,1.9588126113664401,15,15,1000961.0558226136,2.871839614634256
inst_15_first_instance_set_small_1000_200_15,15,multi_p_median,interchange_deactivate,1000,200,15,19.212000131607056,0.9679999351501464,20.1800000667572,1051147.0,1029856.0,3,21291.0,0,2,1,success,2.02550166627503,15,15,1000961.0558226136,2.8057266430827563
inst_18_first_instance_set_small_1000_200_15,18,multi_p_median,all_moves,1000,200,15,86.74900007247925,0.4869999885559082,87.23600006103516,1038792.0,1020083.0,3,18709.0,2,1,0,success,1.80103427827707,18,15,992860.5747554732,2.668648065356135
inst_18_first_instance_set_small_1000_200_15,18,multi_p_median,simple_interchange,1000,200,15,86.74900007247925,0.184000015258789,86.93300008773804,1038792.0,1020083.0,3,18709.0,2,1,0,success,1.80103427827707,18,15,992860.5747554732,2.668648065356135
inst_18_first_instance_set_small_1000_200_15,18,multi_p_median,simple_deactivate,1000,200,15,86.74900007247925,0.2149999141693115,86.96399998664856,1038792.0,1023552.0,2,15240.0,1,0,0,success,1.46708869533073,18,15,992860.5747554732,2.998521349626284
inst_18_first_instance_set_small_1000_200_15,18,multi_p_median,interchange_deactivate,1000,200,15,86.74900007247925,0.6220002174377441,87.37100028991699,1038792.0,1025022.0,2,13770.0,0,1,0,success,1.32557817156851,18,15,992860.5747554732,3.1376326795451046
inst_13_first_instance_set_small_1000_200_15,13,multi_p_median,all_moves,1000,200,15,80.5680000782013,0.315000057220459,80.88300013542175,1063707.0,1039214.0,2,24493.0,1,1,0,success,2.3026077669884604,13,15,1000316.9460992378,3.7429301280354412
inst_13_first_instance_set_small_1000_200_15,13,multi_p_median,simple_interchange,1000,200,15,80.5680000782013,0.1119999885559082,80.6800000667572,1063707.0,1039214.0,2,24493.0,1,1,0,success,2.3026077669884604,13,15,1000316.9460992378,3.7429301280354412
inst_13_first_instance_set_small_1000_200_15,13,multi_p_median,simple_deactivate,1000,200,15,80.5680000782013,0.2119998931884765,80.77999997138977,1063707.0,1039922.0,2,23785.0,1,0,0,success,2.23604808466993,13,15,1000316.9460992378,3.8084638944807616
inst_13_first_instance_set_small_1000_200_15,13,multi_p_median,interchange_deactivate,1000,200,15,80.5680000782013,0.625,81.1930000782013,1063707.0,1047201.0,2,16506.0,0,1,0,success,1.55174310218885,13,15,1000316.9460992378,4.477082613630261
inst_23_first_instance_set_small_1000_200_15,23,multi_p_median,all_moves,1000,200,15,25.685999870300293,0.3060002326965332,25.992000102996823,1019549.0,1005674.0,2,13875.0,1,1,0,success,1.3608958470853199,23,15,998346.6392022232,0.7286019920746525
inst_23_first_instance_set_small_1000_200_15,23,multi_p_median,simple_interchange,1000,200,15,25.685999870300293,0.1569998264312744,25.842999696731567,1019549.0,1005674.0,2,13875.0,1,1,0,success,1.3608958470853199,23,15,998346.6392022232,0.7286019920746525
inst_23_first_instance_set_small_1000_200_15,23,multi_p_median,simple_deactivate,1000,200,15,25.685999870300293,0.1570000648498535,25.842999935150143,1019549.0,1007653.0,2,11896.0,1,0,0,success,1.16679041419294,23,15,998346.6392022232,0.9235680137683151
inst_23_first_instance_set_small_1000_200_15,23,multi_p_median,interchange_deactivate,1000,200,15,25.685999870300293,0.624000072479248,26.30999994277954,1019549.0,1007670.0,2,11879.0,0,1,0,success,1.16512301027218,23,15,998346.6392022232,0.925239492867391
inst_14_first_instance_set_small_1000_200_20,14,multi_p_median,all_moves,1000,200,20,25.247000217437744,1.0130000114440918,26.26000022888184,908042.0,885335.0,3,22707.0,2,2,1,success,2.5006552560344097,14,20,853969.1180192537,3.5428263855767916
inst_14_first_instance_set_small_1000_200_20,14,multi_p_median,simple_interchange,1000,200,20,25.247000217437744,0.2869999408721924,25.534000158309937,908042.0,888172.0,3,19870.0,2,1,0,success,2.18822477374394,14,20,853969.1180192537,3.8509299978772447
inst_14_first_instance_set_small_1000_200_20,14,multi_p_median,simple_deactivate,1000,200,20,25.247000217437744,0.5709998607635498,25.81800007820129,908042.0,889468.0,2,18574.0,1,0,1,success,2.04550009801308,14,20,853969.1180192537,3.9910240706519273
inst_14_first_instance_set_small_1000_200_20,14,multi_p_median,interchange_deactivate,1000,200,20,25.247000217437744,0.757000207901001,26.004000425338745,908042.0,894515.0,2,13527.0,0,1,0,success,1.48968880294083,14,20,853969.1180192537,4.532722422848838
