Add,Alloc,B,Constraints,CyclesLS,DeactivateImprovedTimes,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
34,opp,1250,96,5,0,false,10.429827898753441,55.632740478629295,10,1138115,101.88349036546339,0,relax,62,0,1,155,0,3713,12713,2176,9000,1800000,16659,31548,1336167,1117075,1000566,2255190
33,opp,1250,90,4,0,false,10.321932437119695,36.59643201817892,10,462360,41.4400962239106,0,pdisp,62,0,1,155,0,2955,3002,1718,47,1800000,6736,11456,2498216,1115731,1000566,1578091
34,opp,1250,95,3,0,false,13.740582651085765,54.48231331032041,11,997738,89.50747197895753,0,relax,62,0,1,155,0,3179,11179,1263,8000,1800000,13532,25974,1277268,1114698,961532,2112436
27,opp,1250,73,3,0,false,5.3112561129570075,39.31794759491866,11,569075,56.04077339861699,0,pdisp,62,0,1,155,0,3295,3295,1112,0,1800000,6370,10777,2318105,1015466,961532,1584541
31,opp,1250,83,3,0,false,10.727367919767705,46.642458688559095,12,710953,67.31024309977059,0,relax,62,0,1,155,0,3377,10377,1602,7000,1800000,13136,25115,1218741,1056233,942927,1767186
33,opp,1250,89,3,0,false,9.828153390073634,43.86985131204707,12,634194,60.64779573491441,0,pdisp,62,0,1,155,0,3316,3316,1174,0,1800000,10496,14986,2340413,1045700,942927,1679894
36,opp,1250,102,4,0,false,11.514568585877916,59.47865042318297,13,1354939,118.36743429874839,0,relax,62,1,1,155,0,2917,10917,1728,8000,1800000,11987,24632,1558321,1144689,1012883,2499628
31,opp,1250,86,3,0,false,6.986207023214808,41.73649890822409,13,649492,59.64332941522187,0,pdisp,62,0,1,155,0,3507,3507,1604,0,1800000,7128,12239,2676121,1088960,1012883,1738452
30,opp,1250,86,4,0,false,12.378610679071612,44.85171514724795,14,664799,58.88325367666597,0,relax,62,1,1,155,0,3103,12103,1945,9000,1800000,7200,21248,1444117,1129012,989256,1793811
26,opp,1250,73,3,0,false,8.107229411453254,40.16823555881349,14,576863,53.58525934643899,0,pdisp,62,0,1,155,0,3358,3358,1543,0,1800000,5986,10887,2561907,1076533,989256,1653396
34,opp,1250,97,6,0,false,9.906720279792324,42.41897992254925,15,602832,56.46350064487486,0,relax,62,0,1,155,0,3604,12604,2740,9000,1800000,8358,23702,1205092,1067649,961880,1670481
30,opp,1250,81,3,0,false,10.368958817691764,39.70013058243024,15,522006,48.64218123197488,0,pdisp,62,1,1,155,0,3290,3290,1509,0,1800000,4828,9627,2297217,1073155,961880,1595161
36,opp,1250,100,3,0,false,13.189182934430155,44.66149136698768,16,648773,56.87234659913233,0,relax,62,1,1,155,0,3457,11457,1174,8000,1800000,11096,23727,1228677,1140753,990297,1789526
32,opp,1250,84,4,0,false,8.549447444169555,43.204051376315164,16,660728,61.01597873073303,0,pdisp,62,1,1,155,0,3368,3368,2002,0,1800000,10766,16136,2359466,1082877,990297,1743605
37,opp,1250,106,4,0,false,15.497597838735356,52.72583212580215,17,925787,78.74963423181876,0,relax,62,2,1,155,0,3548,10548,1489,7000,1800000,15957,27994,1329962,1175608,993417,2101395
32,opp,1250,90,4,0,false,5.021516551156424,37.8135716083186,17,551543,52.731851475086025,0,pdisp,62,0,1,155,0,3199,3199,2264,0,1800000,5052,10515,2461972,1045939,993417,1597482
31,opp,1250,86,4,0,false,13.273873977397788,39.13568613535797,18,480702,42.49092861783515,0,relax,62,1,1,155,0,3222,10222,1664,7000,1800000,7689,19575,1260007,1131305,981137,1612007
30,opp,1250,80,3,0,false,6.05879266499173,38.70414542019594,18,556242,53.258663214657766,0,pdisp,62,0,1,155,0,2906,2906,1173,0,1800000,7621,11700,2342167,1044416,981137,1600658
35,opp,1250,96,4,0,false,5.457020886501274,42.31488909877123,19,657962,63.8949421027894,0,relax,62,0,1,155,0,3527,15527,1630,12000,1800000,16658,33815,1093428,1029756,973562,1687718
33,opp,1250,79,3,0,false,7.340170783984523,35.53265442207232,19,459479,43.73141686748823,0,pdisp,62,0,1,155,0,3578,3578,1620,0,1800000,5872,11070,2161929,1050684,973562,1510163
37,opp,1250,98,4,0,false,12.850304261124723,54.41813227049545,1,993279,91.1937796319487,0,relax,62,1,1,155,0,3513,11513,1734,8000,1800000,12300,25547,1235295,1089196,949231,2082475
