Alloc,B,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,625,3.2440630923091462,10,pdisp,32,78,1800000,10153,488554,472705,0.1,0.1,10
queue,625,0.8542759942782641,10,pdisp,32,78,1800000,5650,476778,472705,0.1,0.1,30
queue,625,0.7679017891817796,10,pdisp,32,78,1800000,7873,476363,472705,0.1,0.1,50
queue,625,-0.07494426813958732,10,pdisp,32,78,1800000,11839,472351,472705,0.1,0.1,70
queue,625,0.28351499528529445,10,pdisp,32,78,1800000,14578,474049,472705,0.1,0.1,90
queue,625,3.195517592344188,10,pdisp,32,78,1800000,1745,488309,472705,0.3,0.1,10
queue,625,1.392629244796939,10,pdisp,32,78,1800000,5773,479381,472705,0.3,0.1,30
queue,625,-0.07918176024863666,10,pdisp,32,78,1800000,8083,472331,472705,0.3,0.1,50
queue,625,0.6362826128996968,10,pdisp,32,78,1800000,11614,475732,472705,0.3,0.1,70
queue,625,0.5798570653385515,10,pdisp,32,78,1800000,13659,475462,472705,0.3,0.1,90
queue,625,1.2682313477882179,10,pdisp,32,78,1800000,1606,478777,472705,0.5,0.1,10
queue,625,-2.1799749254247436,10,pdisp,32,78,1800000,5349,462620,472705,0.5,0.1,30
queue,625,1.3286158598952102,10,pdisp,32,78,1800000,8316,479070,472705,0.5,0.1,50
queue,625,-0.32259091439668097,10,pdisp,32,78,1800000,11766,471185,472705,0.5,0.1,70
queue,625,-1.551288551271357,10,pdisp,32,78,1800000,14841,465484,472705,0.5,0.1,90
queue,625,2.138561387891147,10,pdisp,32,78,1800000,2526,483035,472705,0.7,0.1,10
queue,625,1.3063666846221622,10,pdisp,32,78,1800000,6421,478962,472705,0.7,0.1,30
queue,625,1.0135170507491464,10,pdisp,32,78,1800000,8979,477545,472705,0.7,0.1,50
queue,625,2.0093366887922404,10,pdisp,32,78,1800000,11909,482398,472705,0.7,0.1,70
queue,625,-0.2553547076252327,10,pdisp,32,78,1800000,15957,471501,472705,0.7,0.1,90
queue,625,3.051775587846217,10,pdisp,32,78,1800000,1761,487585,472705,0.9,0.1,10
queue,625,0.42739723718966394,10,pdisp,32,78,1800000,6327,474734,472705,0.9,0.1,30
queue,625,1.178032361918302,10,pdisp,32,78,1800000,7487,478340,472705,0.9,0.1,50
queue,625,0.3287198691024451,10,pdisp,32,78,1800000,12222,474264,472705,0.9,0.1,70
queue,625,0.24121659266262974,10,pdisp,32,78,1800000,15527,473848,472705,0.9,0.1,90
queue,625,4.277206390092081,10,pdisp,32,78,1800000,2199,493827,472705,0.1,0.3,10
queue,625,-0.16082348404267144,10,pdisp,32,78,1800000,4453,471946,472705,0.1,0.3,30
queue,625,1.1129125045761246,10,pdisp,32,78,1800000,8941,478025,472705,0.1,0.3,50
queue,625,0.9035355282328683,10,pdisp,32,78,1800000,11883,477015,472705,0.1,0.3,70
queue,625,0.35498293594496966,10,pdisp,32,78,1800000,19237,474389,472705,0.1,0.3,90
queue,625,1.5232793838551584,10,pdisp,32,78,1800000,1947,480017,472705,0.3,0.3,10
queue,625,0.3990737443610337,10,pdisp,32,78,1800000,4742,474599,472705,0.3,0.3,30
queue,625,1.3508550058642044,10,pdisp,32,78,1800000,10427,479178,472705,0.3,0.3,50
queue,625,0.1109397121906941,10,pdisp,32,78,1800000,11739,473230,472705,0.3,0.3,70
queue,625,-0.2428110950886353,10,pdisp,32,78,1800000,15375,471560,472705,0.3,0.3,90
queue,625,2.2278251660889037,10,pdisp,32,78,1800000,1971,483476,472705,0.5,0.3,10
queue,625,1.7192197499241169,10,pdisp,32,78,1800000,5342,480974,472705,0.5,0.3,30
queue,625,-0.0677413550387973,10,pdisp,32,78,1800000,9482,472385,472705,0.5,0.3,50
queue,625,-0.04677407065636352,10,pdisp,32,78,1800000,11070,472484,472705,0.5,0.3,70
queue,625,0.8101710990712774,10,pdisp,32,78,1800000,15745,476566,472705,0.5,0.3,90
queue,625,1.7278011542235627,10,pdisp,32,78,1800000,2313,481016,472705,0.7,0.3,10
queue,625,0.14997412418279454,10,pdisp,32,78,1800000,5617,473415,472705,0.7,0.3,30
queue,625,0.3564532584591773,10,pdisp,32,78,1800000,9873,474396,472705,0.7,0.3,50
queue,625,-0.0959233629502787,10,pdisp,32,78,1800000,13760,472252,472705,0.7,0.3,70
queue,625,-0.1831125315519433,10,pdisp,32,78,1800000,16045,471841,472705,0.7,0.3,90
