Alloc,B,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,625,0.4471092690405798,10,pdisp,32,78,1800000,21801,474828,472705,0.3,0.1,70
queue,625,3.691411193165328,11,pdisp,32,78,1800000,17309,485993,468053,0.3,0.1,70
queue,625,2.3446316937396183,12,pdisp,32,78,1800000,12360,473166,462072,0.3,0.1,70
queue,625,5.199312019425328,13,pdisp,32,78,1800000,21395,494200,468505,0.3,0.1,70
queue,625,3.497853761642533,14,pdisp,32,78,977000,14418,475949,459301,0.3,0.1,70
queue,625,0.31529780525578754,15,pdisp,32,78,1800000,15295,486207,484674,0.3,0.1,70
queue,625,0.16561153191746447,16,pdisp,32,78,1384000,14141,463132,462365,0.3,0.1,70
queue,625,2.826309732803589,17,pdisp,32,78,1800000,21636,476204,462745,0.3,0.1,70
queue,625,4.183049963623819,18,pdisp,32,78,1800000,13090,475586,455692,0.3,0.1,70
queue,625,3.868494957039903,19,pdisp,32,78,1800000,13966,479282,460741,0.3,0.1,70
queue,625,3.44060167891046,1,pdisp,32,78,1800000,24773,480788,464246,0.3,0.1,70
queue,625,2.8647454186212618,20,pdisp,32,78,1800000,16394,478786,465070,0.3,0.1,70
queue,625,1.0399938346049464,2,pdisp,32,78,1800000,18008,480099,475106,0.3,0.1,70
queue,625,0.6623550205323459,3,pdisp,32,78,1484000,19370,454892,451879,0.3,0.1,70
queue,625,4.395257900905481,4,pdisp,32,78,1800000,19047,482065,460877,0.3,0.1,70
queue,625,2.4036281179138363,5,pdisp,32,78,1800000,14931,480690,469136,0.3,0.1,70
queue,625,3.927116408577991,6,pdisp,32,78,1800000,16450,511775,491677,0.3,0.1,70
queue,625,4.94562944374739,7,pdisp,32,78,1800000,11583,478200,454550,0.3,0.1,70
queue,625,5.433405838767835,8,pdisp,32,78,1800000,21348,488699,462146,0.3,0.1,70
queue,625,2.013596386592864,9,pdisp,32,78,1800000,13767,498809,488765,0.3,0.1,70
