Alloc,B,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,1250,3.9633961985259036,10,pdisp,62,155,1800000,59254,1041859,1000566,0.5,0.5,70
queue,1250,4.619977865287106,10,pdisp,62,155,1800000,75173,1049031,1000566,0.5,0.5,90
queue,1250,5.847779876184589,10,pdisp,62,155,1800000,8993,1062711,1000566,0.7,0.5,10
queue,1250,6.072806843794498,10,pdisp,62,155,1800000,23573,1065257,1000566,0.7,0.5,30
queue,1250,4.8594999201271865,10,pdisp,62,155,1800000,42873,1051672,1000566,0.7,0.5,50
queue,1250,5.58195144184449,10,pdisp,62,155,1800000,57122,1059719,1000566,0.7,0.5,70
queue,1250,4.602608596163382,10,pdisp,62,155,1800000,74798,1048840,1000566,0.7,0.5,90
queue,1250,6.187732171219295,10,pdisp,62,155,1800000,9360,1066562,1000566,0.9,0.5,10
queue,1250,5.870809269490884,10,pdisp,62,155,1800000,24875,1062971,1000566,0.9,0.5,30
queue,1250,6.162129514916936,10,pdisp,62,155,1800000,43496,1066271,1000566,0.9,0.5,50
queue,1250,5.3024301740219215,10,pdisp,62,155,1800000,58651,1056591,1000566,0.9,0.5,70
queue,1250,5.403420000964343,10,pdisp,62,155,1800000,73460,1057719,1000566,0.9,0.5,90
queue,1250,7.265270562720405,10,pdisp,62,155,1800000,9828,1078955,1000566,0.1,0.7,10
queue,1250,5.620870890699104,10,pdisp,62,155,1800000,25233,1060156,1000566,0.1,0.7,30
queue,1250,5.59629392006642,10,pdisp,62,155,1800000,41341,1059880,1000566,0.1,0.7,50
queue,1250,4.918898937499582,10,pdisp,62,155,1800000,61513,1052329,1000566,0.1,0.7,70
queue,1250,4.234095581563624,10,pdisp,62,155,1800000,75876,1044804,1000566,0.1,0.7,90
queue,1250,5.281632475323262,10,pdisp,62,155,1800000,9805,1056359,1000566,0.3,0.7,10
queue,1250,5.421839922489779,10,pdisp,62,155,1800000,24667,1057925,1000566,0.3,0.7,30
queue,1250,5.148472427090955,10,pdisp,62,155,1800000,40936,1054876,1000566,0.3,0.7,50
queue,1250,4.2917145335951705,10,pdisp,62,155,1800000,58871,1045433,1000566,0.3,0.7,70
queue,1250,4.681764790499477,10,pdisp,62,155,1800000,77660,1049711,1000566,0.3,0.7,90
queue,1250,7.201797040855418,10,pdisp,62,155,1800000,9013,1078217,1000566,0.5,0.7,10
queue,1250,5.829791399217699,10,pdisp,62,155,1800000,25588,1062508,1000566,0.5,0.7,30
queue,1250,4.530699871189348,10,pdisp,62,155,1800000,40007,1048050,1000566,0.5,0.7,50
queue,1250,4.715169049185819,10,pdisp,62,155,1800000,59789,1050079,1000566,0.5,0.7,70
queue,1250,5.527927614900396,10,pdisp,62,155,1800000,74314,1059113,1000566,0.5,0.7,90
queue,1250,4.690027262283747,10,pdisp,62,155,1800000,10090,1049802,1000566,0.7,0.7,10
queue,1250,6.007954744007171,10,pdisp,62,155,1800000,25189,1064522,1000566,0.7,0.7,30
queue,1250,6.031082360366047,10,pdisp,62,155,1800000,40344,1064784,1000566,0.7,0.7,50
queue,1250,5.098902141180373,10,pdisp,62,155,1800000,60157,1054325,1000566,0.7,0.7,70
queue,1250,5.159890540595624,10,pdisp,62,155,1800000,75176,1055003,1000566,0.7,0.7,90
queue,1250,5.331370385859213,10,pdisp,62,155,1800000,10541,1056914,1000566,0.9,0.7,10
queue,1250,5.376134607637118,10,pdisp,62,155,1800000,24260,1057414,1000566,0.9,0.7,30
queue,1250,5.659046658212208,10,pdisp,62,155,1800000,41118,1060585,1000566,0.9,0.7,50
queue,1250,6.125504876366861,10,pdisp,62,155,1800000,58435,1065855,1000566,0.9,0.7,70
queue,1250,4.197509586798221,10,pdisp,62,155,1800000,72567,1044405,1000566,0.9,0.7,90
queue,1250,5.825802875017761,10,pdisp,62,155,1800000,10208,1062463,1000566,0.1,0.9,10
queue,1250,4.08307841853447,10,pdisp,62,155,1800000,27412,1043159,1000566,0.1,0.9,30
queue,1250,5.4161179965988016,10,pdisp,62,155,1800000,41870,1057861,1000566,0.1,0.9,50
queue,1250,5.109432287408888,10,pdisp,62,155,1800000,58536,1054442,1000566,0.1,0.9,70
queue,1250,4.982464936996278,10,pdisp,62,155,1800000,75967,1053033,1000566,0.1,0.9,90
queue,1250,5.56403949720533,10,pdisp,62,155,1800000,8255,1059518,1000566,0.3,0.9,10
queue,1250,5.222775723854156,10,pdisp,62,155,1800000,28136,1055703,1000566,0.3,0.9,30
queue,1250,4.004950542544927,10,pdisp,62,155,1800000,42985,1042310,1000566,0.3,0.9,50
queue,1250,4.39688013277495,10,pdisp,62,155,1800000,59142,1046583,1000566,0.3,0.9,70
queue,1250,4.0241031809522765,10,pdisp,62,155,1800000,78537,1042518,1000566,0.3,0.9,90
queue,1250,4.198335142960552,10,pdisp,62,155,1800000,9599,1044414,1000566,0.5,0.9,10
queue,1250,5.617220773218001,10,pdisp,62,155,1800000,28490,1060115,1000566,0.5,0.9,30
queue,1250,4.784716314283921,10,pdisp,62,155,1800000,42473,1050846,1000566,0.5,0.9,50
queue,1250,5.6883027276480425,10,pdisp,62,155,1800000,59538,1060914,1000566,0.5,0.9,70
queue,1250,5.366827136790531,10,pdisp,62,155,1800000,77434,1057310,1000566,0.5,0.9,90
queue,1250,7.165635087126798,10,pdisp,62,155,1800000,9304,1077797,1000566,0.7,0.9,10
queue,1250,4.826377857636121,10,pdisp,62,155,1800000,25874,1051306,1000566,0.7,0.9,30
queue,1250,5.361635636536988,10,pdisp,62,155,1800000,45153,1057252,1000566,0.7,0.9,50
queue,1250,3.9348124764173376,10,pdisp,62,155,1800000,58307,1041549,1000566,0.7,0.9,70
queue,1250,4.9830063274009735,10,pdisp,62,155,1800000,78167,1053039,1000566,0.7,0.9,90
queue,1250,7.036168488965866,10,pdisp,62,155,1800000,8334,1076296,1000566,0.9,0.9,10
queue,1250,5.628170278748734,10,pdisp,62,155,1800000,27190,1060238,1000566,0.9,0.9,30
queue,1250,5.117710761341032,10,pdisp,62,155,1800000,42537,1054534,1000566,0.9,0.9,50
queue,1250,4.492608091390871,10,pdisp,62,155,1800000,57862,1047632,1000566,0.9,0.9,70
queue,1250,4.450197532962741,10,pdisp,62,155,1800000,73597,1047167,1000566,0.9,0.9,90
queue,1250,4.354489458882938,1,pdisp,62,155,1800000,7835,992447,949231,0.1,0.1,10
queue,1250,5.083354331905432,1,pdisp,62,155,1800000,21180,1000068,949231,0.1,0.1,30
queue,1250,5.095501281748782,1,pdisp,62,155,1800000,39531,1000196,949231,0.1,0.1,50
queue,1250,4.659403528049333,1,pdisp,62,155,1800000,52009,995621,949231,0.1,0.1,70
queue,1250,5.164906966335236,1,pdisp,62,155,1800000,65407,1000928,949231,0.1,0.1,90
queue,1250,5.138749535302978,1,pdisp,62,155,1800000,6984,1000652,949231,0.3,0.1,10
queue,1250,5.724946716272338,1,pdisp,62,155,1800000,21068,1006874,949231,0.3,0.1,30
queue,1250,5.600533838796196,1,pdisp,62,155,1800000,38590,1005547,949231,0.3,0.1,50
queue,1250,4.582446236397009,1,pdisp,62,155,1800000,54503,994818,949231,0.3,0.1,70
queue,1250,4.4591327523768705,1,pdisp,62,155,1800000,63395,993534,949231,0.3,0.1,90
queue,1250,5.501199613734331,1,pdisp,62,155,1800000,8036,1004490,949231,0.5,0.1,10
queue,1250,5.361478035547107,1,pdisp,62,155,1800000,21660,1003007,949231,0.5,0.1,30
queue,1250,5.39194482373696,1,pdisp,62,155,1800000,35327,1003330,949231,0.5,0.1,50
queue,1250,3.3945154872097594,1,pdisp,62,155,1800000,52913,982585,949231,0.5,0.1,70
queue,1250,3.4277354380760294,1,pdisp,62,155,1800000,65463,982923,949231,0.5,0.1,90
queue,1250,4.721128694545429,1,pdisp,62,155,1800000,7126,996266,949231,0.7,0.1,10
queue,1250,5.458092969148398,1,pdisp,62,155,1800000,22907,1004032,949231,0.7,0.1,30
queue,1250,4.412856111405938,1,pdisp,62,155,1800000,36976,993053,949231,0.7,0.1,50
queue,1250,5.180727103821314,1,pdisp,62,155,1800000,52678,1001095,949231,0.7,0.1,70
queue,1250,5.156663246209936,1,pdisp,62,155,1800000,67041,1000841,949231,0.7,0.1,90
queue,1250,6.496010055389356,1,pdisp,62,155,1800000,8227,1015177,949231,0.9,0.1,10
queue,1250,5.531482506180263,1,pdisp,62,155,1800000,21835,1004812,949231,0.9,0.1,30
queue,1250,5.009456714267124,1,pdisp,62,155,1800000,37828,999290,949231,0.9,0.1,50
queue,1250,4.847296526518486,1,pdisp,62,155,1800000,50366,997587,949231,0.9,0.1,70
queue,1250,4.379539985111414,1,pdisp,62,155,1800000,66799,992707,949231,0.9,0.1,90
queue,1250,6.204787431140534,1,pdisp,62,155,1800000,8331,1012025,949231,0.1,0.3,10
queue,1250,5.428422553369128,1,pdisp,62,155,1800000,21254,1003717,949231,0.1,0.3,30
queue,1250,5.446038665051633,1,pdisp,62,155,1800000,35552,1003904,949231,0.1,0.3,50
queue,1250,4.513914037163113,1,pdisp,62,155,1800000,51617,994104,949231,0.1,0.3,70
queue,1250,5.39062468853283,1,pdisp,62,155,1800000,65736,1003316,949231,0.1,0.3,90
queue,1250,6.291363923550786,1,pdisp,62,155,1800000,8131,1012960,949231,0.3,0.3,10
queue,1250,6.081452781053853,1,pdisp,62,155,1800000,22307,1010696,949231,0.3,0.3,30
queue,1250,4.453458818792622,1,pdisp,62,155,1800000,36297,993475,949231,0.3,0.3,50
queue,1250,5.824278525620674,1,pdisp,62,155,1800000,49789,1007936,949231,0.3,0.3,70
queue,1250,3.937113855900254,1,pdisp,62,155,1800000,66172,988135,949231,0.3,0.3,90
queue,1250,6.841873857888448,1,pdisp,62,155,1800000,8207,1018946,949231,0.5,0.3,10
queue,1250,6.27859584408712,1,pdisp,62,155,1800000,21772,1012822,949231,0.5,0.3,30
queue,1250,5.046989801787561,1,pdisp,62,155,1800000,35857,999685,949231,0.5,0.3,50
queue,1250,4.94829504319344,1,pdisp,62,155,1800000,47422,998647,949231,0.5,0.3,70
queue,1250,4.3213255075329915,1,pdisp,62,155,1800000,65185,992103,949231,0.5,0.3,90
queue,1250,7.096619492238732,1,pdisp,62,155,1800000,8209,1021740,949231,0.7,0.3,10
queue,1250,5.998304618133055,1,pdisp,62,155,1800000,23462,1009802,949231,0.7,0.3,30
queue,1250,6.114429440255731,1,pdisp,62,155,1800000,35124,1011051,949231,0.7,0.3,50
queue,1250,5.566913286954001,1,pdisp,62,155,1800000,51317,1005189,949231,0.7,0.3,70
queue,1250,4.421807065627814,1,pdisp,62,155,1800000,63328,993146,949231,0.7,0.3,90
queue,1250,7.044307237322078,1,pdisp,62,155,1800000,7335,1021165,949231,0.9,0.3,10
queue,1250,5.437372735133672,1,pdisp,62,155,1800000,21230,1003812,949231,0.9,0.3,30
queue,1250,6.041013163924969,1,pdisp,62,155,1800000,37508,1010261,949231,0.9,0.3,50
queue,1250,5.349210321903886,1,pdisp,62,155,1800000,52537,1002877,949231,0.9,0.3,70
queue,1250,5.419564916308217,1,pdisp,62,155,1800000,65102,1003623,949231,0.9,0.3,90
queue,1250,6.966229805117674,1,pdisp,62,155,1800000,7893,1020308,949231,0.1,0.5,10
queue,1250,6.177809582360583,1,pdisp,62,155,1800000,21806,1011734,949231,0.1,0.5,30
queue,1250,5.712679402787002,1,pdisp,62,155,1800000,37265,1006743,949231,0.1,0.5,50
queue,1250,6.373902331008541,1,pdisp,62,155,1800000,52834,1013853,949231,0.1,0.5,70
queue,1250,4.453651166559469,1,pdisp,62,155,1800000,65880,993477,949231,0.1,0.5,90
queue,1250,5.206104080138774,1,pdisp,62,155,1800000,8296,1001363,949231,0.3,0.5,10
queue,1250,5.850806371625239,1,pdisp,62,155,1800000,22485,1008220,949231,0.3,0.5,30
queue,1250,5.654389481980793,1,pdisp,62,155,1800000,35776,1006121,949231,0.3,0.5,50
queue,1250,5.492543792401017,1,pdisp,62,155,1800000,50671,1004398,949231,0.3,0.5,70
queue,1250,4.624055013202688,1,pdisp,62,155,1800000,68303,995252,949231,0.3,0.5,90
queue,1250,8.18040239891662,1,pdisp,62,155,1800000,7844,1033800,949231,0.5,0.5,10
queue,1250,7.1020747700137,1,pdisp,62,155,1800000,20768,1021800,949231,0.5,0.5,30
queue,1250,3.494793647049732,1,pdisp,62,155,1800000,38498,983606,949231,0.5,0.5,50
queue,1250,5.831752670592527,1,pdisp,62,155,1800000,51696,1008016,949231,0.5,0.5,70
queue,1250,5.8014750538855075,1,pdisp,62,155,1800000,65639,1007692,949231,0.5,0.5,90
queue,1250,6.139401969702963,1,pdisp,62,155,1800000,8654,1011320,949231,0.7,0.5,10
queue,1250,4.5140100894774715,1,pdisp,62,155,1800000,23239,994105,949231,0.7,0.5,30
queue,1250,6.223134625472849,1,pdisp,62,155,1800000,37440,1012223,949231,0.7,0.5,50
queue,1250,4.637852673709764,1,pdisp,62,155,1800000,51612,995396,949231,0.7,0.5,70
queue,1250,5.194080116975419,1,pdisp,62,155,1800000,67949,1001236,949231,0.7,0.5,90
queue,1250,7.351151289301516,1,pdisp,62,155,1800000,10319,1024547,949231,0.9,0.5,10
queue,1250,6.088049966015907,1,pdisp,62,155,1800000,24352,1010767,949231,0.9,0.5,30
queue,1250,5.028369496812868,1,pdisp,62,155,1800000,36041,999489,949231,0.9,0.5,50
queue,1250,6.444678796002446,1,pdisp,62,155,1800000,49108,1014620,949231,0.9,0.5,70
queue,1250,3.949750320005263,1,pdisp,62,155,1800000,64634,988265,949231,0.9,0.5,90
queue,1250,6.3956911079796726,1,pdisp,62,155,1800000,7469,1014089,949231,0.1,0.7,10
queue,1250,6.46790925358075,1,pdisp,62,155,1800000,24985,1014872,949231,0.1,0.7,30
queue,1250,5.376855368481914,1,pdisp,62,155,1800000,36924,1003170,949231,0.1,0.7,50
queue,1250,5.557141933269327,1,pdisp,62,155,1800000,51392,1005085,949231,0.1,0.7,70
queue,1250,4.861506450604169,1,pdisp,62,155,1800000,68511,997736,949231,0.1,0.7,90
queue,1250,6.573958882861031,1,pdisp,62,155,1800000,9110,1016024,949231,0.3,0.7,10
queue,1250,4.423731783005058,1,pdisp,62,155,1800000,22449,993166,949231,0.3,0.7,30
queue,1250,5.0758558344141775,1,pdisp,62,155,1800000,38536,999989,949231,0.3,0.7,50
queue,1250,5.716800077871486,1,pdisp,62,155,1800000,52303,1006787,949231,0.3,0.7,70
queue,1250,5.34298088074423,1,pdisp,62,155,1800000,65745,1002811,949231,0.3,0.7,90
queue,1250,6.2307308568069875,1,pdisp,62,155,1800000,7841,1012305,949231,0.5,0.7,10
queue,1250,5.627563168909411,1,pdisp,62,155,1800000,24271,1005835,949231,0.5,0.7,30
queue,1250,5.449429248759885,1,pdisp,62,155,1800000,36919,1003940,949231,0.5,0.7,50
queue,1250,5.702750842657278,1,pdisp,62,155,1800000,51533,1006637,949231,0.5,0.7,70
queue,1250,4.6249174839564695,1,pdisp,62,155,1800000,67244,995261,949231,0.5,0.7,90
queue,1250,7.49507134009848,1,pdisp,62,155,1800000,8543,1026141,949231,0.7,0.7,10
queue,1250,6.242030289591249,1,pdisp,62,155,1800000,23028,1012427,949231,0.7,0.7,30
queue,1250,3.288806747963091,1,pdisp,62,155,1800000,37627,981511,949231,0.7,0.7,50
queue,1250,4.7637632535777685,1,pdisp,62,155,1800000,53489,996712,949231,0.7,0.7,70
queue,1250,4.035881239688132,1,pdisp,62,155,1800000,64213,989152,949231,0.7,0.7,90
queue,1250,6.890669753207512,1,pdisp,62,155,1800000,7953,1019480,949231,0.9,0.7,10
queue,1250,4.759845525755235,1,pdisp,62,155,1800000,21587,996671,949231,0.9,0.7,30
queue,1250,5.408537666939706,1,pdisp,62,155,1800000,37398,1003506,949231,0.9,0.7,50
queue,1250,6.394029609366603,1,pdisp,62,155,1800000,53284,1014071,949231,0.9,0.7,70
queue,1250,5.095121736626562,1,pdisp,62,155,1800000,66684,1000192,949231,0.9,0.7,90
queue,1250,6.578188510634108,1,pdisp,62,155,1800000,8049,1016070,949231,0.1,0.9,10
queue,1250,6.81983498657609,1,pdisp,62,155,1800000,25457,1018705,949231,0.1,0.9,30
queue,1250,4.987968738739457,1,pdisp,62,155,1800000,38345,999064,949231,0.1,0.9,50
queue,1250,5.883945170165827,1,pdisp,62,155,1800000,54453,1008575,949231,0.1,0.9,70
queue,1250,3.5598971826836134,1,pdisp,62,155,1800000,70539,984270,949231,0.1,0.9,90
queue,1250,5.1389391338064865,1,pdisp,62,155,1800000,8533,1000654,949231,0.3,0.9,10
queue,1250,6.2189654388852595,1,pdisp,62,155,1800000,23021,1012178,949231,0.3,0.9,30
queue,1250,4.9532441706660375,1,pdisp,62,155,1800000,37200,998699,949231,0.3,0.9,50
queue,1250,4.773986049623858,1,pdisp,62,155,1800000,54551,996819,949231,0.3,0.9,70
queue,1250,4.186408480416992,1,pdisp,62,155,1800000,73117,990706,949231,0.3,0.9,90
queue,1250,4.898013162759152,1,pdisp,62,155,1800000,8274,998119,949231,0.5,0.9,10
queue,1250,5.677732841797745,1,pdisp,62,155,1800000,22248,1006370,949231,0.5,0.9,30
queue,1250,6.6600390772114215,1,pdisp,62,155,1800000,41987,1016961,949231,0.5,0.9,50
queue,1250,5.006414759751731,1,pdisp,62,155,1800000,53391,999258,949231,0.5,0.9,70
queue,1250,4.57035946805644,1,pdisp,62,155,1800000,71254,994692,949231,0.5,0.9,90
queue,1250,6.654256375762369,1,pdisp,62,155,1800000,8046,1016898,949231,0.7,0.9,10
queue,1250,5.856128821742434,1,pdisp,62,155,1800000,21550,1008277,949231,0.7,0.9,30
queue,1250,6.189678039100189,1,pdisp,62,155,1800000,38273,1011862,949231,0.7,0.9,50
queue,1250,4.893344154217639,1,pdisp,62,155,1800000,52280,998070,949231,0.7,0.9,70
queue,1250,4.256860005950969,1,pdisp,62,155,1800000,70793,991435,949231,0.7,0.9,90
queue,1250,6.179942417003293,1,pdisp,62,155,1800000,9990,1011757,949231,0.9,0.9,10
queue,1250,4.807314314137634,1,pdisp,62,155,1800000,23352,997168,949231,0.9,0.9,30
queue,1250,5.968134025704375,1,pdisp,62,155,1800000,39165,1009478,949231,0.9,0.9,50
queue,1250,3.881668548399342,1,pdisp,62,155,1800000,55462,987565,949231,0.9,0.9,70
queue,1250,4.6573925271193195,1,pdisp,62,155,1800000,69211,995600,949231,0.9,0.9,90
queue,1250,7.002010119122404,2,pdisp,62,155,1800000,9321,1050684,977115,0.1,0.1,10
queue,1250,4.126396970083501,2,pdisp,62,155,1800000,22939,1019170,977115,0.1,0.1,30
queue,1250,5.513238677186305,2,pdisp,62,155,1800000,36642,1034129,977115,0.1,0.1,50
queue,1250,5.498343272409345,2,pdisp,62,155,1800000,51399,1033966,977115,0.1,0.1,70
queue,1250,6.362570902598829,2,pdisp,62,155,1800000,66426,1043509,977115,0.1,0.1,90
queue,1250,7.5031925155507935,2,pdisp,62,155,1800000,8149,1056377,977115,0.3,0.1,10
queue,1250,5.13188708042549,2,pdisp,62,155,1800000,25131,1029972,977115,0.3,0.1,30
queue,1250,5.738653793837944,2,pdisp,62,155,1800000,35651,1036602,977115,0.3,0.1,50
queue,1250,4.724782584530962,2,pdisp,62,155,1800000,52126,1025571,977115,0.3,0.1,70
queue,1250,5.854541670600977,2,pdisp,62,155,1800000,63082,1037878,977115,0.3,0.1,90
queue,1250,6.218957281380078,2,pdisp,62,155,1800000,7869,1041911,977115,0.5,0.1,10
queue,1250,4.481695783123696,2,pdisp,62,155,1800000,24665,1022961,977115,0.5,0.1,30
queue,1250,6.396657115842775,2,pdisp,62,155,1800000,36108,1043889,977115,0.5,0.1,50
queue,1250,5.596493279010206,2,pdisp,62,155,1800000,50167,1035041,977115,0.5,0.1,70
queue,1250,5.0864563531650475,2,pdisp,62,155,1800000,67714,1029479,977115,0.5,0.1,90
queue,1250,7.300660582940965,2,pdisp,62,155,1800000,7687,1054069,977115,0.7,0.1,10
queue,1250,6.2952225777960225,2,pdisp,62,155,1800000,22061,1042759,977115,0.7,0.1,30
queue,1250,6.379796512602742,2,pdisp,62,155,1800000,38035,1043701,977115,0.7,0.1,50
queue,1250,5.838574080034542,2,pdisp,62,155,1800000,51495,1037702,977115,0.7,0.1,70
queue,1250,4.9461116639865965,2,pdisp,62,155,1800000,67254,1027959,977115,0.7,0.1,90
queue,1250,7.182577075939845,2,pdisp,62,155,1800000,7408,1052728,977115,0.9,0.1,10
queue,1250,6.013287406781831,2,pdisp,62,155,1800000,21402,1039631,977115,0.9,0.1,30
queue,1250,6.2740102616441025,2,pdisp,62,155,1800000,39490,1042523,977115,0.9,0.1,50
queue,1250,4.683610241842972,2,pdisp,62,155,1800000,51721,1025128,977115,0.9,0.1,70
queue,1250,3.2434867854278293,2,pdisp,62,155,1800000,63124,1009870,977115,0.9,0.1,90
queue,1250,7.533653504932691,2,pdisp,62,155,1800000,7469,1056725,977115,0.1,0.3,10
queue,1250,5.9793737058049246,2,pdisp,62,155,1800000,24131,1039256,977115,0.1,0.3,30
queue,1250,5.129584337834858,2,pdisp,62,155,1800000,38543,1029947,977115,0.1,0.3,50
queue,1250,5.763562856117799,2,pdisp,62,155,1800000,51533,1036876,977115,0.1,0.3,70
queue,1250,5.088115846865026,2,pdisp,62,155,1800000,66021,1029497,977115,0.1,0.3,90
