Add,Alloc,B,Constraints,CyclesLS,DeactivateImprovedTimes,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
0,queue,1250,0,4,0,true,10.924613631507729,63.89658759560639,10,1648109,146.72290079054198,0,relax,62,0,1,155,0,571,9571,2169,9000,1800000,0,11740,2771389,1123280,1000566,2771389
0,queue,1250,0,4,0,true,8.817798903880892,81.2392491394624,10,4235968,386.0263950731141,0,pdisp,62,0,1,155,0,0,32,2243,32,1800000,0,2275,5333294,1097326,1000566,5333294
0,queue,1250,0,5,0,true,11.414483503281659,62.820203482527035,11,1500740,138.26251027244552,0,relax,62,0,1,155,0,0,8000,3156,8000,1800000,0,11156,2586168,1085428,961532,2586168
0,queue,1250,0,5,0,true,4.693786320965576,80.41377203122693,11,3900338,386.59810266164595,0,pdisp,62,0,1,155,0,0,16,2269,16,1800000,0,2285,4909225,1008887,961532,4909225
0,queue,1250,0,4,0,true,11.295672624647224,54.02899079241044,12,988134,92.95710253998118,0,relax,62,0,1,155,0,16,7016,2263,7000,1800000,0,9279,2051134,1063000,942927,2051134
0,queue,1250,0,4,0,true,9.287888466452198,79.3643599501905,12,3529938,339.58952237289697,0,pdisp,62,0,1,155,0,16,16,2118,0,1800000,0,2134,4569410,1039472,942927,4569410
0,queue,1250,0,4,0,true,9.830982555220436,69.76972193885317,13,2227242,198.27386060556424,0,relax,62,0,1,155,0,0,8000,1955,8000,1800000,0,9955,3350558,1123316,1012883,3350558
0,queue,1250,0,3,0,true,7.595302781219148,83.3319784544639,13,4980666,454.38311599451896,0,pdisp,62,0,1,155,0,0,0,1651,0,1800000,0,1651,6076804,1096138,1012883,6076804
0,queue,1250,0,5,0,true,11.689025849047841,57.215016108335206,14,1191961,106.40646815378739,0,relax,62,0,1,155,0,16,9016,2935,9000,1800000,0,11951,2312157,1120196,989256,2312157
0,queue,1250,0,4,0,true,7.492738796800391,79.42968644731786,14,3739762,349.7124507425784,0,pdisp,62,0,1,155,0,17,17,2079,0,1800000,0,2096,4809144,1069382,989256,4809144
0,queue,1250,0,5,0,true,9.00912576375179,56.708168099481014,15,1164734,110.18023548954372,0,relax,62,0,1,155,0,16,10016,2501,10000,1800000,0,12517,2221851,1057117,961880,2221851
0,queue,1250,0,4,0,true,9.07372186321923,80.17024790900925,15,3792823,358.53461868588516,0,pdisp,62,0,1,155,0,0,0,2325,0,1800000,0,2325,4850691,1057868,961880,4850691
4,queue,1250,6,3,0,false,14.855568710293966,56.101385140032264,16,1092794,93.95698830431982,0,relax,62,0,1,155,0,0,7000,1548,7000,1800000,508,9056,2241176,1163079,990297,2255873
0,queue,1250,0,4,0,true,7.417123443274464,79.49056590096914,16,3758862,351.4160464383578,0,pdisp,62,0,1,155,0,0,0,2643,0,1800000,16,2659,4828495,1069633,990297,4828495
0,queue,1250,0,4,0,true,12.256344171117517,60.481713856543195,17,1381635,122.03304948590376,0,relax,62,0,1,155,0,16,7016,2033,7000,1800000,0,9049,2513816,1132181,993417,2513816
0,queue,1250,0,4,0,true,4.95672706189858,79.84616071265548,17,3883944,371.588919525538,0,pdisp,62,0,1,155,0,16,16,1886,0,1800000,0,1902,4929170,1045226,993417,4929170
0,queue,1250,0,4,0,true,13.873097747845808,50.485587312353466,18,842342,73.94309571128605,0,relax,62,0,1,155,0,0,7000,1916,7000,1800000,0,8916,1981518,1139176,981137,1981518
0,queue,1250,0,4,0,true,7.736975192140772,77.37191548010736,18,3272513,307.73678711845724,0,pdisp,62,0,1,155,0,16,16,1789,0,1800000,1,1806,4335926,1063413,981137,4335926
0,queue,1250,0,3,0,true,5.739594497905298,49.98027082404247,19,913513,88.44645313953815,0,relax,62,0,1,155,0,16,11016,1598,11000,1800000,0,12614,1946356,1032843,973562,1946356
0,queue,1250,0,4,0,true,9.206872047196368,77.87742213734803,19,3328476,310.4093497443779,0,pdisp,62,0,1,155,0,0,0,1995,0,1800000,0,1995,4400762,1072286,973562,4400762
0,queue,1250,0,4,0,true,14.383190357690157,62.42301859350611,1,1417400,127.84376615071567,0,relax,62,0,1,155,0,16,8016,1959,8000,1800000,0,9975,2526097,1108697,949231,2526097
0,queue,1250,0,4,0,true,8.690123137332606,79.58329954679073,1,3609716,347.23130983838524,0,pdisp,62,0,1,155,0,15,15,2323,0,1800000,0,2338,4649287,1039571,949231,4649287
1,queue,1250,3,4,0,false,11.60583550181734,57.654140209756875,20,1196428,108.74334571558155,0,relax,62,0,1,155,0,15,7015,1900,7000,1800000,47,8962,2295511,1100231,972540,2296659
0,queue,1250,0,4,0,true,9.79088113756209,79.36888569835729,20,3635853,337.2479234204778,0,pdisp,62,0,1,155,0,0,0,2294,0,1800000,0,2294,4713948,1078095,972540,4713948
0,queue,1250,0,4,0,true,15.510085133459672,53.78663120266357,21,960634,82.82569971702652,0,relax,62,0,1,155,0,0,7000,2038,7000,105000,0,9038,2120460,1159826,979936,2120460
0,queue,1250,0,3,0,true,7.043349086404104,77.21838810034049,21,3247248,308.0336866549167,0,pdisp,62,0,1,155,0,15,15,1528,0,105000,15,1558,4301434,1054186,979936,4301434
0,queue,1250,0,4,0,true,12.04760931771559,63.3957343255156,2,1558443,140.2790742052587,0,relax,62,0,1,155,0,15,8015,2088,8000,1800000,0,10103,2669402,1110959,977115,2669402
1,queue,1250,1,3,0,false,8.096091768937308,58.70293449374151,2,1302872,122.54343524029525,0,pdisp,62,0,1,155,0,15,15,1269,0,1800000,16,1300,5035059,1063192,977115,2366064
0,queue,1250,0,3,0,true,9.631121523924346,59.237816723173054,3,1332354,121.69783660103855,0,relax,62,0,1,155,0,0,7000,1912,7000,1800000,0,8912,2427159,1094805,989363,2427159
0,queue,1250,0,3,0,true,6.694940269891259,79.12614742968157,3,3679371,346.99491584406326,0,pdisp,62,0,1,155,0,0,16,1718,16,1800000,0,1734,4739724,1060353,989363,4739724
0,queue,1250,0,4,0,true,10.652398412980835,58.55219128828411,4,1260075,115.56652658880759,0,relax,62,0,1,155,0,0,7000,2372,7000,1800000,0,9372,2350421,1090346,974198,2350421
0,queue,1250,0,5,0,true,6.961921352005929,79.3310169258145,4,3666237,350.1337986201838,0,pdisp,62,0,1,155,0,0,0,2628,0,1800000,0,2628,4713333,1047096,974198,4713333
1,queue,1250,1,4,0,false,14.408071248409637,55.46295435962239,5,1032455,92.18142452177406,0,relax,62,0,1,155,0,0,9000,2103,9000,1800000,16,11119,2152337,1120025,958651,2152480
0,queue,1250,0,3,0,true,9.723213629882988,77.71354949218842,5,3239595,305.0747620778565,0,pdisp,62,0,1,155,0,10,10,1450,0,1800000,0,1460,4301497,1061902,958651,4301497
0,queue,1250,0,4,0,true,14.484577371274076,63.41383162985711,6,1507667,133.7370280581583,0,relax,62,0,1,155,0,0,7000,2299,7000,1800000,0,9299,2635004,1127337,964047,2635004
0,queue,1250,0,3,0,true,7.050152868047544,80.46184012524891,6,3897006,375.73490916138064,0,pdisp,62,0,1,155,0,16,16,1475,0,1800000,0,1491,4934175,1037169,964047,4934175
0,queue,1250,0,4,0,true,11.285586948177285,52.53589234355487,7,948681,86.90841866017092,0,relax,62,0,1,155,0,15,7015,2032,7000,1800000,0,9047,2040268,1091587,968395,2040268
1,queue,1250,1,3,0,false,8.219444233831219,57.7237500851292,7,1235516,117.09720221396618,0,pdisp,62,0,1,155,0,16,16,1586,0,1800000,31,1633,4329406,1055120,968395,2290636
0,queue,1250,0,4,0,true,12.546124479797438,54.5037763044105,8,1040199,92.22227344701692,0,relax,62,0,1,155,0,16,7016,1838,7000,1800000,0,8854,2168125,1127926,986415,2168125
0,queue,1250,0,4,0,true,8.40448499199109,77.77918195113116,8,3362223,312.20586391810014,0,pdisp,62,0,1,155,0,15,15,2171,0,1800000,0,2186,4439148,1076925,986415,4439148
0,queue,1250,0,5,0,true,11.894941915536084,63.32315009942735,9,1512896,140.21980710804803,0,relax,62,0,1,155,0,0,9000,3449,9000,1800000,0,12449,2591842,1078946,950606,2591842
0,queue,1250,0,3,0,true,7.678755953352134,80.79399538339538,9,3919853,380.6894816990265,0,pdisp,62,0,1,155,0,16,16,1418,0,1800000,0,1434,4949525,1029672,950606,4949525
