Add,Alloc,B,Constraints,Factible,ID,Loc,P,Remove,S,TimeAlloc,TimeLoc,TimeOptim,TotalTimeCons,Value,ValueOptim
1,queue,625,3,false,10,relax,32,0,78,555,1000,1800000,1555,976581,472705
2,queue,625,6,false,10,pdisp,32,0,78,0,32,1800000,32,1990112,472705
3,queue,625,7,false,11,relax,32,0,78,0,1000,1800000,1000,1131310,468053
1,queue,625,3,false,11,pdisp,32,0,78,0,0,1800000,0,2188767,468053
2,queue,625,6,false,12,relax,32,0,78,0,1000,1800000,1000,947457,462072
2,queue,625,6,false,12,pdisp,32,0,78,0,0,1800000,0,1796440,462072
2,queue,625,5,false,13,relax,32,0,78,0,1000,1800000,1000,860036,468505
3,queue,625,9,false,13,pdisp,32,0,78,16,0,1800000,16,1729637,468505
2,queue,625,6,false,14,relax,32,0,78,0,1000,977000,1000,805641,459301
2,queue,625,6,false,14,pdisp,32,0,78,0,0,977000,0,1741088,459301
1,queue,625,3,false,15,relax,32,0,78,0,1000,1800000,1000,1044395,484674
2,queue,625,6,false,15,pdisp,32,0,78,0,0,1800000,0,2063193,484674
4,queue,625,10,false,16,relax,32,0,78,0,1000,1384000,1000,903412,462365
1,queue,625,3,false,16,pdisp,32,0,78,0,0,1384000,0,1899374,462365
2,queue,625,5,false,17,relax,32,0,78,0,1000,1800000,1000,939747,462745
1,queue,625,3,false,17,pdisp,32,0,78,0,0,1800000,0,1988847,462745
2,queue,625,6,false,18,relax,32,0,78,0,1000,1800000,1000,1270206,455692
2,queue,625,6,false,18,pdisp,32,0,78,0,0,1800000,0,2139644,455692
3,queue,625,8,false,19,relax,32,0,78,0,1000,1800000,1000,845569,460741
2,queue,625,6,false,19,pdisp,32,0,78,0,0,1800000,0,1941933,460741
2,queue,625,4,false,1,relax,32,0,78,0,1000,1800000,1000,961239,464246
2,queue,625,6,false,1,pdisp,32,0,78,16,0,1800000,16,1971313,464246
2,queue,625,4,false,20,relax,32,0,78,0,1000,1800000,1000,965154,465070
3,queue,625,7,false,20,pdisp,32,0,78,0,0,1800000,0,2016153,465070
2,queue,625,6,false,21,relax,32,0,78,0,1000,11000,1000,956311,709114
2,queue,625,6,false,21,pdisp,32,0,78,0,0,11000,0,1920516,709114
1,queue,625,3,false,2,relax,32,0,78,0,1000,1800000,1000,1276839,475106
3,queue,625,9,false,2,pdisp,32,0,78,0,16,1800000,16,2203835,475106
1,queue,625,3,false,3,relax,32,0,78,0,1000,1484000,1000,1187539,451879
3,queue,625,7,false,3,pdisp,32,0,78,0,0,1484000,0,2151102,451879
1,queue,625,3,false,4,relax,32,0,78,0,1000,1800000,1000,1005000,460877
3,queue,625,7,false,4,pdisp,32,0,78,0,0,1800000,0,1836611,460877
1,queue,625,3,false,5,relax,32,0,78,16,1000,1800000,1016,961634,469136
2,queue,625,6,false,5,pdisp,32,0,78,0,0,1800000,0,1837473,469136
1,queue,625,3,false,6,relax,32,0,78,0,1000,1800000,1000,932418,491677
2,queue,625,4,false,6,pdisp,32,0,78,0,0,1800000,0,1942371,491677
1,queue,625,3,false,7,relax,32,0,78,0,1000,1800000,1000,1004516,454550
1,queue,625,3,false,7,pdisp,32,0,78,0,0,1800000,0,1851563,454550
3,queue,625,7,false,8,relax,32,0,78,0,1000,1800000,1000,752980,462146
2,queue,625,6,false,8,pdisp,32,0,78,0,0,1800000,0,1534701,462146
2,queue,625,4,false,9,relax,32,0,78,0,1000,1800000,1000,1032442,488765
1,queue,625,3,false,9,pdisp,32,0,78,0,0,1800000,0,2015653,488765
