Add,Alloc,B,Constraints,Factible,ID,Loc,P,Remove,S,TimeAlloc,TimeLoc,TimeOptim,TotalTimeCons,Value,ValueOptim
0,queue,2500,0,true,10,pdisp,125,0,325,607,75,1800000,682,2907884,893046
0,queue,2500,0,true,1,pdisp,125,0,325,33,11,1800000,44,2523867,883693
0,queue,2500,0,true,2,pdisp,125,0,325,53,7,1800000,60,2887447,893672
0,queue,2500,0,true,3,pdisp,125,0,325,53,8,1800000,61,2424526,882622
0,queue,2500,0,true,4,pdisp,125,0,325,33,8,1800000,41,2501852,914037
0,queue,2500,0,true,5,pdisp,125,0,325,33,12,1800000,45,2482415,895860
0,queue,2500,0,true,6,pdisp,125,0,325,40,8,1800000,48,2874103,896362
0,queue,2500,0,true,7,pdisp,125,0,325,34,8,1800000,42,2718038,894052
0,queue,2500,0,true,8,pdisp,125,0,325,35,8,1800000,43,2493441,895157
0,queue,2500,0,true,9,pdisp,125,0,325,34,9,1800000,43,2874791,877837
