Alloc,B,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,625,2.90206946164567,2,pdisp,32,78,1800000,10556,489306,475106,0.7,0.5,30
queue,625,3.43962766497978,2,pdisp,32,78,1800000,15305,492030,475106,0.7,0.5,50
queue,625,3.37698363469598,2,pdisp,32,78,1800000,18059,491711,475106,0.7,0.5,70
queue,625,3.22701543337496,2,pdisp,32,78,1800000,25638,490949,475106,0.7,0.5,90
queue,625,2.52276355041628,2,pdisp,32,78,1800000,3070,487402,475106,0.9,0.5,10
queue,625,0.922776629665234,2,pdisp,32,78,1800000,10019,479531,475106,0.9,0.5,30
queue,625,3.60576045187653,2,pdisp,32,78,1800000,15379,492878,475106,0.9,0.5,50
queue,625,0.150056744146942,2,pdisp,32,78,1800000,18329,475820,475106,0.9,0.5,70
queue,625,1.86700265416353,2,pdisp,32,78,1800000,26369,484145,475106,0.9,0.5,90
queue,625,1.95893924667612,2,pdisp,32,78,1800000,3297,484599,475106,0.1,0.7,10
queue,625,3.35654292961655,2,pdisp,32,78,1800000,7925,491607,475106,0.1,0.7,30
queue,625,1.57282607344551,2,pdisp,32,78,1800000,13960,482698,475106,0.1,0.7,50
queue,625,1.71942294246388,2,pdisp,32,78,1800000,18387,483418,475106,0.1,0.7,70
queue,625,2.50896204443368,2,pdisp,32,78,1800000,24620,487333,475106,0.1,0.7,90
queue,625,6.12519906896974,2,pdisp,32,78,1800000,3760,506106,475106,0.3,0.7,10
queue,625,0.243980280010414,2,pdisp,32,78,1800000,8016,476268,475106,0.3,0.7,30
queue,625,2.76435543057594,2,pdisp,32,78,1800000,13248,488613,475106,0.3,0.7,50
queue,625,2.33701629066242,2,pdisp,32,78,1800000,18564,486475,475106,0.3,0.7,70
queue,625,1.74564209890662,2,pdisp,32,78,1800000,25451,483547,475106,0.3,0.7,90
queue,625,2.99683125622724,2,pdisp,32,78,1800000,3264,489784,475106,0.5,0.7,10
queue,625,2.63822287798681,2,pdisp,32,78,1800000,6948,487980,475106,0.5,0.7,30
queue,625,2.54575737871705,2,pdisp,32,78,1800000,12403,487517,475106,0.5,0.7,50
queue,625,1.1842762063228,2,pdisp,32,78,1800000,18727,480800,475106,0.5,0.7,70
queue,625,3.2839479030531,2,pdisp,32,78,1800000,25215,491238,475106,0.5,0.7,90
queue,625,4.89739216769555,2,pdisp,32,78,1800000,2892,499572,475106,0.7,0.7,10
queue,625,2.88956612562673,2,pdisp,32,78,1800000,8985,489243,475106,0.7,0.7,30
queue,625,0.197250259954418,2,pdisp,32,78,1800000,13756,476045,475106,0.7,0.7,50
queue,625,1.51998491000935,2,pdisp,32,78,1800000,18285,482439,475106,0.7,0.7,70
queue,625,3.03068649161657,2,pdisp,32,78,1800000,21573,489955,475106,0.7,0.7,90
queue,625,1.46238673295213,2,pdisp,32,78,1800000,4499,482157,475106,0.9,0.7,10
queue,625,4.65596509782122,2,pdisp,32,78,1800000,7708,498307,475106,0.9,0.7,30
queue,625,3.73447178225746,2,pdisp,32,78,1800000,14141,493537,475106,0.9,0.7,50
queue,625,1.27339298553303,2,pdisp,32,78,1800000,17654,481234,475106,0.9,0.7,70
queue,625,1.77428424935082,2,pdisp,32,78,1800000,24705,483688,475106,0.9,0.7,90
queue,625,5.190604190239,2,pdisp,32,78,1800000,4185,501117,475106,0.1,0.9,10
queue,625,3.33865021688002,2,pdisp,32,78,1800000,7500,491516,475106,0.1,0.9,30
queue,625,1.13122266107853,2,pdisp,32,78,1800000,11158,480542,475106,0.1,0.9,50
queue,625,2.11326368099752,2,pdisp,32,78,1800000,18509,485363,475106,0.1,0.9,70
queue,625,2.78126777682741,2,pdisp,32,78,1800000,20847,488698,475106,0.1,0.9,90
queue,625,3.05284787590269,2,pdisp,32,78,1800000,2584,490067,475106,0.3,0.9,10
queue,625,2.52976282063118,2,pdisp,32,78,1800000,7937,487437,475106,0.3,0.9,30
queue,625,1.36378263351845,2,pdisp,32,78,1800000,22948,481675,475106,0.3,0.9,50
queue,625,1.39878716436371,2,pdisp,32,78,1800000,16267,481846,475106,0.3,0.9,70
queue,625,1.24835797070121,2,pdisp,32,78,1800000,20470,481112,475106,0.3,0.9,90
queue,625,5.41577910055543,2,pdisp,32,78,1800000,3375,502310,475106,0.5,0.9,10
queue,625,-0.36100777993946,2,pdisp,32,78,1800000,8699,473397,475106,0.5,0.9,30
queue,625,4.10984340089895,2,pdisp,32,78,1800000,11652,495469,475106,0.5,0.9,50
queue,625,2.18641785698109,2,pdisp,32,78,1800000,16007,485726,475106,0.5,0.9,70
queue,625,2.2409603351461,2,pdisp,32,78,1800000,23321,485997,475106,0.5,0.9,90
queue,625,6.63564386398964,2,pdisp,32,78,1800000,3633,508873,475106,0.7,0.9,10
queue,625,3.35988479000211,2,pdisp,32,78,1800000,9180,491624,475106,0.7,0.9,30
queue,625,2.58072718026952,2,pdisp,32,78,1800000,17531,487692,475106,0.7,0.9,50
queue,625,2.3285837926292,2,pdisp,32,78,1800000,19787,486433,475106,0.7,0.9,70
queue,625,3.90114746770281,2,pdisp,32,78,1800000,26547,494393,475106,0.7,0.9,90
queue,625,6.62371660822944,2,pdisp,32,78,1800000,3718,508808,475106,0.9,0.9,10
queue,625,0.989673964009963,2,pdisp,32,78,1800000,8984,479855,475106,0.9,0.9,30
queue,625,2.6128772396603,2,pdisp,32,78,1800000,16166,487853,475106,0.9,0.9,50
queue,625,1.73019684738072,2,pdisp,32,78,1800000,19011,483471,475106,0.9,0.9,70
queue,625,1.19249646452042,2,pdisp,32,78,1800000,27307,480840,475106,0.9,0.9,90
queue,625,4.15265867300729,3,pdisp,32,78,1484000,2353,471457,451879,0.1,0.1,10
queue,625,1.70688627573816,3,pdisp,32,78,1484000,9946,459726,451879,0.1,0.1,30
queue,625,4.45926802968476,3,pdisp,32,78,1484000,14348,472970,451879,0.1,0.1,50
queue,625,1.65511747960756,3,pdisp,32,78,1484000,15452,459484,451879,0.1,0.1,70
queue,625,4.34925258135666,3,pdisp,32,78,1484000,24427,472426,451879,0.1,0.1,90
queue,625,4.5030822909336,3,pdisp,32,78,1484000,3040,473187,451879,0.3,0.1,10
queue,625,3.86739508741475,3,pdisp,32,78,1484000,9632,470058,451879,0.3,0.1,30
queue,625,2.61480306543796,3,pdisp,32,78,1484000,12292,464012,451879,0.3,0.1,50
queue,625,3.28242886037478,3,pdisp,32,78,1484000,17372,467215,451879,0.3,0.1,70
queue,625,4.93222503434506,3,pdisp,32,78,1484000,22513,475323,451879,0.3,0.1,90
queue,625,7.26026413274363,3,pdisp,32,78,1484000,3396,487255,451879,0.5,0.1,10
queue,625,6.60917045910163,3,pdisp,32,78,1484000,9595,483858,451879,0.5,0.1,30
queue,625,4.77716737365372,3,pdisp,32,78,1484000,15082,474549,451879,0.5,0.1,50
queue,625,4.509741769156,3,pdisp,32,78,1484000,16582,473220,451879,0.5,0.1,70
queue,625,4.44876278762915,3,pdisp,32,78,1484000,24290,472918,451879,0.5,0.1,90
queue,625,3.98076551221492,3,pdisp,32,78,1484000,3086,470613,451879,0.7,0.1,10
queue,625,5.70314831315772,3,pdisp,32,78,1484000,7633,479209,451879,0.7,0.1,30
queue,625,4.25095509820084,3,pdisp,32,78,1484000,11561,471941,451879,0.7,0.1,50
queue,625,4.17887723554134,3,pdisp,32,78,1484000,18950,471586,451879,0.7,0.1,70
queue,625,2.23555424783433,3,pdisp,32,78,1484000,21829,462212,451879,0.7,0.1,90
queue,625,6.47638206763237,3,pdisp,32,78,1484000,2615,483171,451879,0.9,0.1,10
queue,625,4.41763755277474,3,pdisp,32,78,1484000,7332,472764,451879,0.9,0.1,30
queue,625,4.11991614611624,3,pdisp,32,78,1484000,14013,471296,451879,0.9,0.1,50
queue,625,3.6258744241597,3,pdisp,32,78,1484000,18331,468880,451879,0.9,0.1,70
queue,625,3.69591301327093,3,pdisp,32,78,1484000,24782,469221,451879,0.9,0.1,90
queue,625,6.11086870701656,3,pdisp,32,78,1484000,2219,481290,451879,0.1,0.3,10
queue,625,4.34540555072215,3,pdisp,32,78,1484000,6458,472407,451879,0.1,0.3,30
queue,625,3.91870025876605,3,pdisp,32,78,1484000,11643,470309,451879,0.1,0.3,50
queue,625,4.00096024745492,3,pdisp,32,78,1484000,14386,470712,451879,0.1,0.3,70
queue,625,4.11808515830057,3,pdisp,32,78,1484000,17959,471287,451879,0.1,0.3,90
queue,625,7.66447072670355,3,pdisp,32,78,1484000,2148,489388,451879,0.3,0.3,10
queue,625,2.51143424231964,3,pdisp,32,78,1484000,5936,463520,451879,0.3,0.3,30
queue,625,5.0654425513141,3,pdisp,32,78,1484000,10306,475990,451879,0.3,0.3,50
queue,625,3.01860309393404,3,pdisp,32,78,1484000,15352,465944,451879,0.3,0.3,70
queue,625,2.30298077318061,3,pdisp,32,78,1484000,21175,462531,451879,0.3,0.3,90
queue,625,5.57585939573264,3,pdisp,32,78,1484000,2263,478563,451879,0.5,0.3,10
queue,625,2.73951963702657,3,pdisp,32,78,1484000,6840,464607,451879,0.5,0.3,30
queue,625,2.50806897027858,3,pdisp,32,78,1484000,9226,463504,451879,0.5,0.3,50
queue,625,3.14706298412644,3,pdisp,32,78,1484000,15283,466562,451879,0.5,0.3,70
queue,625,3.48899544012901,3,pdisp,32,78,1484000,19077,468215,451879,0.5,0.3,90
queue,625,6.8659417302841,3,pdisp,32,78,1484000,1819,485192,451879,0.7,0.3,10
queue,625,4.17217152684852,3,pdisp,32,78,1484000,7648,471553,451879,0.7,0.3,30
queue,625,3.23458619567266,3,pdisp,32,78,1484000,9367,466984,451879,0.7,0.3,50
queue,625,2.67332341139501,3,pdisp,32,78,1484000,14299,464291,451879,0.7,0.3,70
