Alloc,B,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,2500,9.06129948221146,10,pdisp,125,325,7200000,1436135,981868,892898,0.3,0.1,70
queue,2500,7.911429670101777,1,pdisp,125,325,7200000,1503027,959599,883681,0.3,0.1,70
queue,2500,7.592471346578911,2,pdisp,125,325,7200000,1609797,966813,893408,0.3,0.1,70
queue,2500,6.754282635451714,3,pdisp,125,325,7200000,1754236,946555,882622,0.3,0.1,70
queue,2500,7.5958303034225905,4,pdisp,125,325,7200000,1413436,988753,913649,0.3,0.1,70
queue,2500,7.314546401045707,5,pdisp,125,325,7200000,1644928,966239,895563,0.3,0.1,70
queue,2500,8.307813828519162,6,pdisp,125,325,7200000,1783246,977357,896160,0.3,0.1,70
queue,2500,7.637684604334394,7,pdisp,125,325,7201000,1520092,967610,893707,0.3,0.1,70
queue,2500,8.237019262814105,8,pdisp,125,325,7210000,1562162,975195,894868,0.3,0.1,70
queue,2500,8.723430805706922,9,pdisp,125,325,7200000,1695812,961640,877752,0.3,0.1,70
