Add,Alloc,B,Constraints,CyclesLS,DeactivateImprovedTimes,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
0,queue,1250,0,5,0,true,11.270595746945,63.89658759560639,10,1643729,145.76459216430484,0,relax,62,0,1,155,0,570,9570,5233,9000,1800000,0,14803,2771389,1127660,1000566,2771389
0,queue,1250,0,4,0,true,10.218288418519384,81.2392491394624,10,4218851,378.56139793600926,0,pdisp,62,0,1,155,0,0,31,4131,31,1800000,0,4162,5333294,1114443,1000566,5333294
0,queue,1250,0,4,0,true,15.302702383689336,62.820203482527035,11,1450911,127.80462926015872,0,relax,62,0,1,155,0,0,8000,3803,8000,1800000,0,11803,2586168,1135257,961532,2586168
0,queue,1250,0,5,0,true,4.928335258103811,80.41377203122693,11,3897849,385.4005829681543,0,pdisp,62,0,1,155,0,16,16,3229,0,1800000,0,3245,4909225,1011376,961532,4909225
0,queue,1250,0,4,0,true,12.899855714784525,54.02899079241044,12,968556,89.46754875861139,0,relax,62,0,1,155,0,0,7000,4258,7000,1800000,0,11258,2051134,1082578,942927,2051134
0,queue,1250,0,3,0,true,9.613705271855666,79.3643599501905,12,3526191,338.0106190550594,0,pdisp,62,0,1,155,0,16,16,2551,0,1800000,0,2567,4569410,1043219,942927,4569410
0,queue,1250,0,4,0,true,10.12062796822535,69.76972193885317,13,2223622,197.31573044077038,0,relax,62,0,1,155,0,16,8016,7860,8000,1800000,0,15876,3350558,1126936,1012883,3350558
0,queue,1250,0,3,0,true,6.588012003858646,83.3319784544639,13,4992486,460.4263693861026,0,pdisp,62,0,1,155,0,0,0,5253,0,1800000,0,5253,6076804,1084318,1012883,6076804
0,queue,1250,0,4,0,true,11.918547967038107,57.215016108335206,14,1189042,105.87001331119252,0,relax,62,0,1,155,0,0,9000,5205,9000,1800000,0,14205,2312157,1123115,989256,2312157
0,queue,1250,0,3,0,true,7.856442278942966,79.42968644731786,14,3735541,347.94435186935954,0,pdisp,62,0,1,155,0,0,16,2765,16,1800000,0,2781,4809144,1073603,989256,4809144
0,queue,1250,0,5,0,true,10.483486702998901,56.708168099481014,15,1147323,106.77460243009023,0,relax,62,0,1,155,0,0,10000,3305,10000,1800000,0,13305,2221851,1074528,961880,2221851
0,queue,1250,0,3,0,true,9.799339446237642,80.17024790900925,15,3784313,354.8753819002267,0,pdisp,62,0,1,155,0,15,15,2834,0,1800000,0,2849,4850691,1066378,961880,4850691
4,queue,1250,6,3,0,false,13.953136770873787,56.101385140032264,16,1104992,96.01270678723517,0,relax,62,0,1,155,0,0,8000,3119,8000,1800000,512,11631,2241176,1150881,990297,2255873
0,queue,1250,0,4,0,true,9.814437383545249,79.49056590096914,16,3730429,339.72721129695304,0,pdisp,62,0,1,155,0,16,16,4256,0,1800000,0,4272,4828495,1098066,990297,4828495
0,queue,1250,0,3,0,true,13.696363042450866,60.481713856543195,17,1362744,118.38911901253788,0,relax,62,0,1,155,0,0,7000,4345,7000,1800000,0,11345,2513816,1151072,993417,2513816
0,queue,1250,0,4,0,true,5.355957070791273,79.84616071265548,17,3879535,369.60800659276794,0,pdisp,62,0,1,155,0,15,15,2691,0,1800000,0,2706,4929170,1049635,993417,4929170
0,queue,1250,0,4,0,true,13.09588764450995,50.485587312353466,18,852530,75.51276010019593,0,relax,62,0,1,155,0,0,8000,3254,8000,1800000,0,11254,1981518,1128988,981137,1981518
0,queue,1250,0,3,0,true,6.035130866836569,77.37191548010736,18,3291773,315.2577256398248,0,pdisp,62,0,1,155,0,0,16,2180,16,1800000,0,2196,4335926,1044153,981137,4335926
0,queue,1250,0,4,0,true,7.862556913843022,49.98027082404247,19,889715,84.20220301881149,0,relax,62,0,1,155,0,0,12000,3393,12000,1800000,0,15393,1946356,1056641,973562,1946356
0,queue,1250,0,4,0,true,7.482906571763892,77.87742213734803,19,3348457,318.20213721307033,0,pdisp,62,0,1,155,0,0,0,2695,0,1800000,0,2695,4400762,1052305,973562,4400762
0,queue,1250,0,4,0,true,13.415743189192098,62.42301859350611,1,1429788,130.41834008477537,0,relax,62,0,1,155,0,0,8000,3079,8000,1800000,0,11079,2526097,1096309,949231,2526097
0,queue,1250,0,3,0,true,9.855376354807987,79.58329954679073,1,3596278,341.5239565853663,0,pdisp,62,0,1,155,0,17,17,2121,0,1800000,0,2138,4649287,1053009,949231,4649287
1,queue,1250,3,4,0,false,11.689552282175008,57.654140209756875,20,1195385,108.54564804036053,0,relax,62,0,1,155,0,0,7000,4624,7000,1800000,48,11672,2295511,1101274,972540,2296659
0,queue,1250,0,4,0,true,9.108071432042742,79.36888569835729,20,3643952,340.55753479452255,0,pdisp,62,0,1,155,0,0,0,2929,0,1800000,0,2929,4713948,1069996,972540,4713948
0,queue,1250,0,3,0,true,13.8943221019593,53.78663120266357,21,982398,86.32201057587372,0,relax,62,0,1,155,0,16,7016,3474,7000,105000,0,10490,2120460,1138062,979936,2120460
0,queue,1250,0,3,0,true,6.015496946742793,77.21838810034049,21,3258777,312.5454487909255,0,pdisp,62,0,1,155,0,0,16,2029,16,105000,0,2045,4301434,1042657,979936,4301434
0,queue,1250,0,3,0,true,14.610540555656538,63.3957343255156,2,1525098,133.27734588011577,0,relax,62,0,1,155,0,16,8016,5454,8000,1800000,0,13470,2669402,1144304,977115,2669402
1,queue,1250,1,3,0,false,8.109833911850373,58.70293449374151,2,1302713,122.51015892212449,0,pdisp,62,0,1,155,0,0,0,2112,0,1800000,15,2127,5035059,1063351,977115,2366064
0,queue,1250,0,4,0,true,11.674664214581277,59.237816723173054,3,1307024,116.68450677820084,0,relax,62,0,1,155,0,16,7016,5477,7000,1800000,0,12493,2427159,1120135,989363,2427159
0,queue,1250,0,3,0,true,6.202757139105541,79.12614742968157,3,3684935,349.3528089504157,0,pdisp,62,0,1,155,0,0,0,2734,0,1800000,0,2734,4739724,1054789,989363,4739724
0,queue,1250,0,4,0,true,11.204466218525688,58.55219128828411,4,1253296,114.23456761991568,0,relax,62,0,1,155,0,0,8000,5047,8000,1800000,0,13047,2350421,1097125,974198,2350421
0,queue,1250,0,4,0,true,6.778879277348238,79.3310169258145,4,3668293,351.01938681772947,0,pdisp,62,0,1,155,0,0,0,2973,0,1800000,0,2973,4713333,1045040,974198,4713333
1,queue,1250,1,4,0,false,11.646209173337851,55.46295435962239,5,1067466,98.38269367952856,0,relax,62,0,1,155,0,0,9000,3002,9000,1800000,17,12019,2152337,1085014,958651,2152480
0,queue,1250,0,3,0,true,8.690425958504267,77.71354949218842,5,3251606,309.7089126395026,0,pdisp,62,0,1,155,0,15,15,2243,0,1800000,0,2258,4301497,1049891,958651,4301497
0,queue,1250,0,4,0,true,14.145985674477757,63.41383162985711,6,1512113,134.66249172893896,0,relax,62,0,1,155,0,0,7000,3904,7000,1800000,0,10904,2635004,1122891,964047,2635004
0,queue,1250,0,3,0,true,6.325444908151912,80.46184012524891,6,3905030,379.44410165720086,0,pdisp,62,0,1,155,0,0,0,2033,0,1800000,0,2033,4934175,1029145,964047,4934175
0,queue,1250,0,5,0,true,11.982414570057687,52.53589234355487,7,940039,85.44030379130163,0,relax,62,0,1,155,0,15,8015,3961,8000,1800000,0,11976,2040268,1100229,968395,2040268
