Alloc,B,BeatGurobi,BestBound,Diff%,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,625,false,461967.277,0.051675691196980886,0.05249143284929034,16,pdisp,32,78,1800,3665,487560,462365,0.3,0.7,25
queue,625,false,461967.277,0.051805991054638074,0.05262162062396052,16,pdisp,32,78,1800,7775,487627,462365,0.3,0.7,50
queue,625,false,461967.277,0.05621112750891503,0.05702296781199543,16,pdisp,32,78,1800,11569,489903,462365,0.3,0.7,75
queue,625,false,461967.277,0.05512913259029472,0.055941903617510856,16,pdisp,32,78,1800,14278,489342,462365,0.3,0.7,100
queue,625,false,461967.277,0.06292687276810144,0.06373293623610193,16,pdisp,32,78,1800,3933,493414,462365,0.5,0.7,25
queue,625,false,461967.277,0.07139586354270014,0.07219464204661849,16,pdisp,32,78,1800,7397,497914,462365,0.5,0.7,50
queue,625,false,461967.277,0.052169474430828144,0.052984791334402044,16,pdisp,32,78,1800,10826,487814,462365,0.5,0.7,75
queue,625,false,461967.277,0.06574810468292841,0.06655174134781695,16,pdisp,32,78,1800,13588,494904,462365,0.5,0.7,100
queue,625,false,461967.277,0.06406309145710741,0.06486817755808046,16,pdisp,32,78,1800,4059,494013,462365,0.7,0.7,25
queue,625,false,461967.277,0.056083962624301556,0.05689591231368802,16,pdisp,32,78,1800,7987,489837,462365,0.7,0.7,50
queue,625,false,461967.277,0.06387549249464482,0.06468073996687682,16,pdisp,32,78,1800,12278,493914,462365,0.7,0.7,75
queue,625,false,461967.277,0.0642941706213889,0.06509905794975057,16,pdisp,32,78,1800,14918,494135,462365,0.7,0.7,100
queue,625,false,462126.537,0.09039354786714393,0.09160924535756616,17,pdisp,32,78,1800,4231,508731,462745,0.1,0.1,25
queue,625,false,462126.537,0.06058219157225018,0.061837732217862,17,pdisp,32,78,1800,7556,492587,462745,0.1,0.1,50
queue,625,false,462126.537,0.053278831065474326,0.054544132720387384,17,pdisp,32,78,1800,11329,488787,462745,0.1,0.1,75
queue,625,false,462126.537,0.045815771892346646,0.04709104799531509,17,pdisp,32,78,1800,14283,484964,462745,0.1,0.1,100
queue,625,false,462126.537,0.06145674034471429,0.0627111121477509,17,pdisp,32,78,1800,4406,493046,462745,0.3,0.1,25
queue,625,false,462126.537,0.0787954435963896,0.0800266420611316,17,pdisp,32,78,1800,7611,502326,462745,0.3,0.1,50
queue,625,false,462126.537,0.05416509110977118,0.055429208269885205,17,pdisp,32,78,1800,11369,489245,462745,0.3,0.1,75
queue,625,false,462126.537,0.04561700934078286,0.046892551091751666,17,pdisp,32,78,1800,14429,484863,462745,0.3,0.1,100
queue,625,false,462126.537,0.06822048829599799,0.0694658202869368,17,pdisp,32,78,1800,4229,496625,462745,0.5,0.1,25
queue,625,false,462126.537,0.061279675750020794,0.06253428420153644,17,pdisp,32,78,1800,7461,492953,462745,0.5,0.1,50
queue,625,false,462126.537,0.071637646879445,0.07287841180612814,17,pdisp,32,78,1800,11139,498453,462745,0.5,0.1,75
queue,625,false,462126.537,0.062132018378560236,0.06338548766621874,17,pdisp,32,78,1800,15502,493401,462745,0.5,0.1,100
queue,625,false,462126.537,0.0758334065618035,0.07706856381661459,17,pdisp,32,78,1800,3905,500716,462745,0.7,0.1,25
queue,625,false,462126.537,0.07380238502215693,0.07504025675616169,17,pdisp,32,78,1800,7743,499618,462745,0.7,0.1,50
queue,625,false,462126.537,0.05948240994611909,0.06073942046011164,17,pdisp,32,78,1800,10979,492011,462745,0.7,0.1,75
queue,625,false,462126.537,0.06250633106292976,0.06375930007820127,17,pdisp,32,78,1800,13799,493598,462745,0.7,0.1,100
queue,625,false,462126.537,0.052501504957144556,0.0537678455156372,17,pdisp,32,78,1800,4353,488386,462745,0.1,0.3,25
queue,625,false,462126.537,0.046236638924271094,0.047511352534533695,17,pdisp,32,78,1800,8032,485178,462745,0.1,0.3,50
queue,625,false,462126.537,0.04321549232289733,0.04449424372371526,17,pdisp,32,78,1800,11682,483646,462745,0.1,0.3,75
queue,625,false,462126.537,0.06640640761812533,0.06765416414477664,17,pdisp,32,78,1800,13866,495660,462745,0.1,0.3,100
queue,625,false,462126.537,0.050826215735020226,0.0520947953331528,17,pdisp,32,78,1800,4812,487524,462745,0.3,0.3,25
queue,625,false,462126.537,0.0666079025025869,0.0678553897294495,17,pdisp,32,78,1800,7696,495767,462745,0.3,0.3,50
queue,625,false,462126.537,0.07230021912194848,0.07354009851466191,17,pdisp,32,78,1800,12175,498809,462745,0.3,0.3,75
queue,625,false,462126.537,0.059876030287454515,0.061132514724196826,17,pdisp,32,78,1800,14230,492217,462745,0.3,0.3,100
queue,625,false,462126.537,0.06306439464498312,0.06431661780308243,17,pdisp,32,78,1800,4397,493892,462745,0.5,0.3,25
queue,625,false,462126.537,0.08651862614075365,0.08773950250013322,17,pdisp,32,78,1800,8115,506573,462745,0.5,0.3,50
queue,625,false,462126.537,0.06268103465737608,0.06393377017966738,17,pdisp,32,78,1800,11460,493690,462745,0.5,0.3,75
queue,625,false,462126.537,0.05163933418316111,0.05290682704091877,17,pdisp,32,78,1800,15779,487942,462745,0.5,0.3,100
queue,625,false,462126.537,0.052773035621440825,0.05403901327667307,17,pdisp,32,78,1800,4264,488526,462745,0.7,0.3,25
queue,625,false,462126.537,0.04976785541941061,0.051037849525956844,17,pdisp,32,78,1800,7583,486981,462745,0.7,0.3,50
queue,625,false,462126.537,0.06478186091726135,0.0660317886657006,17,pdisp,32,78,1800,10794,494799,462745,0.7,0.3,75
queue,625,false,462126.537,0.060540233268705654,0.06179582999198073,17,pdisp,32,78,1800,14440,492565,462745,0.7,0.3,100
queue,625,false,462126.537,0.07520359730202349,0.0764395963027729,17,pdisp,32,78,1800,4198,500375,462745,0.1,0.5,25
queue,625,false,462126.537,0.05157130354760231,0.05283888732893766,17,pdisp,32,78,1800,7262,487907,462745,0.1,0.5,50
queue,625,false,462126.537,0.06611059872493204,0.06735875060292267,17,pdisp,32,78,1800,11008,495503,462745,0.1,0.5,75
queue,625,false,462126.537,0.025797949048313788,0.027099979157850836,17,pdisp,32,78,1800,13338,474999,462745,0.1,0.5,100
queue,625,false,462126.537,0.07533480135718938,0.07657062500249776,17,pdisp,32,78,1800,4255,500446,462745,0.3,0.5,25
queue,625,false,462126.537,0.0682148595913995,0.0694601991051544,17,pdisp,32,78,1800,7553,496622,462745,0.3,0.5,50
queue,625,false,462126.537,0.07423782592082072,0.07547511568401108,17,pdisp,32,78,1800,11620,499853,462745,0.3,0.5,75
queue,625,false,462126.537,0.057893118829922166,0.05915225344628556,17,pdisp,32,78,1800,14907,491181,462745,0.3,0.5,100
queue,625,false,462126.537,0.05606552026599759,0.057327097484854025,17,pdisp,32,78,1800,3964,490230,462745,0.5,0.5,25
queue,625,false,462126.537,0.049801025876902986,0.051070975650824,17,pdisp,32,78,1800,7080,486998,462745,0.5,0.5,50
queue,625,false,462126.537,0.05567833740452096,0.056940432096875875,17,pdisp,32,78,1800,11874,490029,462745,0.5,0.5,75
queue,625,false,462126.537,0.067681700776487,0.06892775286196098,17,pdisp,32,78,1800,14790,496338,462745,0.5,0.5,100
queue,625,false,462126.537,0.06376577604590278,0.0650170618012309,17,pdisp,32,78,1800,4597,494262,462745,0.7,0.5,25
queue,625,false,462126.537,0.06344554567662364,0.06469725942282119,17,pdisp,32,78,1800,8015,494093,462745,0.7,0.5,50
queue,625,false,462126.537,0.06833492387544646,0.06958010292216811,17,pdisp,32,78,1800,11599,496686,462745,0.7,0.5,75
queue,625,false,462126.537,0.05830915062739368,0.05956772921338709,17,pdisp,32,78,1800,13659,491398,462745,0.7,0.5,100
queue,625,false,462126.537,0.07707757019970442,0.07831106461823206,17,pdisp,32,78,1800,4378,501391,462745,0.1,0.7,25
queue,625,false,462126.537,0.05304634853591505,0.05431196090589295,17,pdisp,32,78,1800,7571,488667,462745,0.1,0.7,50
queue,625,false,462126.537,0.06223085075984947,0.06348418795711037,17,pdisp,32,78,1800,10970,493453,462745,0.1,0.7,75
queue,625,false,462126.537,0.055499085594853205,0.056761419858920324,17,pdisp,32,78,1800,15773,489936,462745,0.1,0.7,100
queue,625,false,462126.537,0.07094614942921044,0.07218783854867268,17,pdisp,32,78,1800,4075,498082,462745,0.3,0.7,25
queue,625,false,462126.537,0.07569126656133461,0.07692661378757945,17,pdisp,32,78,1800,7864,500639,462745,0.3,0.7,50
queue,625,false,462126.537,0.06244175020868621,0.06369480553687057,17,pdisp,32,78,1800,11662,493564,462745,0.3,0.7,75
queue,625,false,462126.537,0.045536299920383154,0.04681194954024361,17,pdisp,32,78,1800,14655,484822,462745,0.3,0.7,100
queue,625,false,462126.537,0.044689012204991,0.04596579423277013,17,pdisp,32,78,1800,4106,484392,462745,0.5,0.7,25
queue,625,false,462126.537,0.04555598640353772,0.046831609712230195,17,pdisp,32,78,1800,7822,484832,462745,0.5,0.7,50
queue,625,false,462126.537,0.06342090349740932,0.06467265017810879,17,pdisp,32,78,1800,11814,494080,462745,0.5,0.7,75
queue,625,false,462126.537,0.03898312828649515,0.04026753628124505,17,pdisp,32,78,1800,13419,481516,462745,0.5,0.7,100
queue,625,false,462126.537,0.09997704940989754,0.10117993846129907,17,pdisp,32,78,1800,4324,514148,462745,0.7,0.7,25
queue,625,false,462126.537,0.07950460799700823,0.08073485865692749,17,pdisp,32,78,1800,7419,502713,462745,0.7,0.7,50
queue,625,false,462126.537,0.06284618360109928,0.06409869840028999,17,pdisp,32,78,1800,12143,493777,462745,0.7,0.7,75
queue,625,false,462126.537,0.05201624137535441,0.05328323049314123,17,pdisp,32,78,1800,14326,488136,462745,0.7,0.7,100
queue,625,false,454556.375,0.073536886362435,0.07584571485497965,18,pdisp,32,78,1800,4083,491862,455692,0.1,0.1,25
queue,625,false,454556.375,0.07458861421425975,0.0768948217074414,18,pdisp,32,78,1800,6895,492421,455692,0.1,0.1,50
queue,625,false,454556.375,0.06748903149760985,0.06981293178246349,18,pdisp,32,78,1800,10914,488672,455692,0.1,0.1,75
queue,625,false,454556.375,0.05618070614746374,0.058532787785019996,18,pdisp,32,78,1800,14169,482817,455692,0.1,0.1,100
queue,625,false,454556.375,0.07690188491963011,0.07920232753643738,18,pdisp,32,78,1800,4406,493655,455692,0.3,0.1,25
queue,625,false,454556.375,0.07722526871704317,0.07952490543266076,18,pdisp,32,78,1800,6892,493828,455692,0.3,0.1,50
queue,625,false,454556.375,0.07535473764733812,0.07765903589277416,18,pdisp,32,78,1800,10467,492829,455692,0.3,0.1,75
queue,625,false,454556.375,0.07236003729353185,0.07467179859864262,18,pdisp,32,78,1800,12985,491238,455692,0.3,0.1,100
queue,625,false,454556.375,0.07288093523277059,0.07519139841388038,18,pdisp,32,78,1800,4139,491514,455692,0.5,0.1,25
queue,625,false,454556.375,0.04112281292413227,0.043512420171073256,18,pdisp,32,78,1800,7534,475235,455692,0.5,0.1,50
queue,625,false,454556.375,0.07119912601095747,0.07351378041025307,18,pdisp,32,78,1800,10119,490624,455692,0.5,0.1,75
queue,625,false,454556.375,0.0630966258961596,0.0654314724464977,18,pdisp,32,78,1800,14221,486381,455692,0.5,0.1,100
queue,625,false,454556.375,0.07238080891767719,0.07469251845805285,18,pdisp,32,78,1800,4058,491249,455692,0.7,0.1,25
queue,625,false,454556.375,0.08555810630749225,0.08783697685058836,18,pdisp,32,78,1800,7679,498328,455692,0.7,0.1,50
queue,625,false,454556.375,0.07158515814093735,0.07389885051382562,18,pdisp,32,78,1800,11104,490828,455692,0.7,0.1,75
queue,625,false,454556.375,0.05762700648112533,0.059975483809594714,18,pdisp,32,78,1800,13471,483558,455692,0.7,0.1,100
queue,625,false,454556.375,0.08037245871996578,0.08266425235813835,18,pdisp,32,78,1800,4513,495518,455692,0.1,0.3,25
queue,625,false,454556.375,0.06729053069378264,0.06961492566029703,18,pdisp,32,78,1800,7312,488568,455692,0.1,0.3,50
queue,625,false,454556.375,0.06670216687830255,0.06902802809978291,18,pdisp,32,78,1800,11151,488260,455692,0.1,0.3,75
queue,625,false,454556.375,0.05832417196372924,0.06067091189379975,18,pdisp,32,78,1800,13259,483916,455692,0.1,0.3,100
queue,625,false,454556.375,0.06544463426188929,0.06777362936651334,18,pdisp,32,78,1800,4156,487603,455692,0.3,0.3,25
queue,625,false,454556.375,0.07350863174930415,0.07581753065485812,18,pdisp,32,78,1800,7398,491847,455692,0.3,0.3,50
queue,625,false,454556.375,0.06568989873516344,0.06801828261890264,18,pdisp,32,78,1800,11524,487731,455692,0.3,0.3,75
queue,625,false,454556.375,0.061520211547808325,0.06385898666293217,18,pdisp,32,78,1800,14307,485564,455692,0.3,0.3,100
queue,625,false,454556.375,0.054272864812812474,0.05662970096068636,18,pdisp,32,78,1800,4487,481843,455692,0.5,0.3,25
queue,625,false,454556.375,0.07101167116864583,0.07332679272208348,18,pdisp,32,78,1800,7263,490525,455692,0.5,0.3,50
queue,625,false,454556.375,0.06898080518127304,0.07130098783340655,18,pdisp,32,78,1800,10604,489455,455692,0.5,0.3,75
queue,625,false,454556.375,0.0610638578445917,0.06340377023373883,18,pdisp,32,78,1800,14035,485328,455692,0.5,0.3,100
queue,625,false,454556.375,0.07495493447228672,0.07726022906279942,18,pdisp,32,78,1800,4402,492616,455692,0.7,0.3,25
queue,625,false,454556.375,0.06043080323545725,0.0627722932530036,18,pdisp,32,78,1800,7114,485001,455692,0.7,0.3,50
queue,625,false,454556.375,0.04266386554621849,0.045049632352941175,18,pdisp,32,78,1800,10680,476000,455692,0.7,0.3,75
queue,625,false,454556.375,0.07679715720655836,0.07909786081414265,18,pdisp,32,78,1800,13074,493599,455692,0.7,0.3,100
queue,625,false,454556.375,0.0693325708683931,0.07165187688914304,18,pdisp,32,78,1800,3973,489640,455692,0.1,0.5,25
queue,625,false,454556.375,0.05271188589935744,0.05507261214554027,18,pdisp,32,78,1800,7105,481049,455692,0.1,0.5,50
queue,625,false,454556.375,0.043242743886052135,0.045627068076457944,18,pdisp,32,78,1800,10667,476288,455692,0.1,0.5,75
queue,625,false,454556.375,0.04879077204393549,0.051161270054648,18,pdisp,32,78,1800,13368,479066,455692,0.1,0.5,100
queue,625,false,454556.375,0.08381887563281341,0.08610208049346378,18,pdisp,32,78,1800,4050,497382,455692,0.3,0.5,25
queue,625,false,454556.375,0.06819645716225363,0.07051859447942206,18,pdisp,32,78,1800,7004,489043,455692,0.3,0.5,50
queue,625,false,454556.375,0.06882670513758393,0.07114727182073424,18,pdisp,32,78,1800,11573,489374,455692,0.3,0.5,75
queue,625,false,454556.375,0.06566691065962163,0.06799535183168996,18,pdisp,32,78,1800,14271,487719,455692,0.3,0.5,100
queue,625,false,454556.375,0.08371939645465366,0.08600284922626517,18,pdisp,32,78,1800,3916,497328,455692,0.5,0.5,25
queue,625,false,454556.375,0.08141613970299205,0.08370533239531447,18,pdisp,32,78,1800,7157,496081,455692,0.5,0.5,50
queue,625,false,454556.375,0.06595800939182694,0.06828572511995999,18,pdisp,32,78,1800,11488,487871,455692,0.5,0.5,75
queue,625,false,454556.375,0.05853428755598896,0.06088050385931276,18,pdisp,32,78,1800,12602,484024,455692,0.5,0.5,100
queue,625,false,454556.375,0.08772562020532039,0.0899990891109723,18,pdisp,32,78,1800,4381,499512,455692,0.7,0.5,25
queue,625,false,454556.375,0.05059221834470545,0.052958226990989114,18,pdisp,32,78,1800,7663,479975,455692,0.7,0.5,50
queue,625,false,454556.375,0.07693928191624044,0.07923963133640553,18,pdisp,32,78,1800,10453,493675,455692,0.7,0.5,75
queue,625,false,454556.375,0.06342397816467338,0.0657580089240388,18,pdisp,32,78,1800,14375,486551,455692,0.7,0.5,100
queue,625,false,454556.375,0.06186991116738206,0.06420781479994647,18,pdisp,32,78,1800,4305,485745,455692,0.1,0.7,25
queue,625,false,454556.375,0.05812953684871935,0.060476761826810194,18,pdisp,32,78,1800,7819,483816,455692,0.1,0.7,50
queue,625,false,454556.375,0.04748845657813052,0.04986220007483105,18,pdisp,32,78,1800,11528,478411,455692,0.1,0.7,75
queue,625,false,454556.375,0.06100194520457618,0.06334201188552965,18,pdisp,32,78,1800,14289,485296,455692,0.1,0.7,100
queue,625,false,454556.375,0.0848216706465004,0.0871023764527732,18,pdisp,32,78,1800,4069,497927,455692,0.3,0.7,25
queue,625,false,454556.375,0.0680039759317056,0.07032659292922269,18,pdisp,32,78,1800,7053,488942,455692,0.3,0.7,50
queue,625,false,454556.375,0.0869286441343603,0.08920409917527591,18,pdisp,32,78,1800,11964,499076,455692,0.3,0.7,75
queue,625,false,454556.375,0.07792173629757933,0.08021963735403206,18,pdisp,32,78,1800,14317,494201,455692,0.3,0.7,100
queue,625,false,454556.375,0.07668118094489369,0.0789821735756387,18,pdisp,32,78,1800,4577,493537,455692,0.5,0.7,25
queue,625,false,454556.375,0.0732938403564536,0.07560327454126528,18,pdisp,32,78,1800,7837,491733,455692,0.5,0.7,50
queue,625,false,454556.375,0.06508608662826004,0.06741597526548164,18,pdisp,32,78,1800,11448,487416,455692,0.5,0.7,75
queue,625,false,454556.375,0.07459237281767911,0.07689857094408668,18,pdisp,32,78,1800,14787,492423,455692,0.5,0.7,100
queue,625,false,454556.375,0.07263943213685371,0.0749504971651614,18,pdisp,32,78,1800,3945,491386,455692,0.7,0.7,25
queue,625,false,454556.375,0.0553863821513191,0.0577404433149327,18,pdisp,32,78,1800,7859,482411,455692,0.7,0.7,50
queue,625,false,454556.375,0.07067444075318091,0.07299040271481216,18,pdisp,32,78,1800,10936,490347,455692,0.7,0.7,75
queue,625,false,454556.375,0.06913105116294271,0.0714508593887248,18,pdisp,32,78,1800,13614,489534,455692,0.7,0.7,100
queue,625,false,458774.946,0.056719642849849074,0.06306300775649745,19,pdisp,32,78,1800,3743,489654,461881,0.1,0.1,25
queue,625,false,458774.946,0.08226203202180885,0.08843362965494495,19,pdisp,32,78,1800,7077,503282,461881,0.1,0.1,50
queue,625,false,458774.946,0.07347324416057516,0.07970394457059868,19,pdisp,32,78,1800,10358,498508,461881,0.1,0.1,75
queue,625,false,458774.946,0.048076288931757104,0.0544777786021665,19,pdisp,32,78,1800,13323,485208,461881,0.1,0.1,100
queue,625,false,458774.946,0.08051544216305746,0.0866987852510123,19,pdisp,32,78,1800,3579,502326,461881,0.3,0.1,25
queue,625,false,458774.946,0.07657043464352833,0.08278030708944781,19,pdisp,32,78,1800,7771,500180,461881,0.3,0.1,50
queue,625,false,458774.946,0.05674083301849223,0.06308405542564816,19,pdisp,32,78,1800,9943,489665,461881,0.3,0.1,75
queue,625,false,458774.946,0.08007409104036169,0.08626040212314649,19,pdisp,32,78,1800,13540,502085,461881,0.3,0.1,100
queue,625,false,458774.946,0.09806130857765506,0.10412665935035872,19,pdisp,32,78,1800,3334,512098,461881,0.5,0.1,25
queue,625,false,458774.946,0.09127378397042535,0.09738477943939576,19,pdisp,32,78,1800,7315,508273,461881,0.5,0.1,50
queue,625,false,458774.946,0.04641953898403064,0.05283216995447649,19,pdisp,32,78,1800,10523,484365,461881,0.5,0.1,75
queue,625,false,458774.946,0.06623173931853744,0.07251113734781924,19,pdisp,32,78,1800,14314,494642,461881,0.5,0.1,100
queue,625,false,458774.946,0.06558567671454582,0.07186941938094275,19,pdisp,32,78,1800,3735,494300,461881,0.7,0.1,25
queue,625,false,458774.946,0.06524528454626406,0.0715313162794463,19,pdisp,32,78,1800,7526,494120,461881,0.7,0.1,50
queue,625,false,458774.946,0.06589937427446983,0.0721810073897902,19,pdisp,32,78,1800,10337,494466,461881,0.7,0.1,75
queue,625,false,458774.946,0.0424915729987686,0.048930618726393,19,pdisp,32,78,1800,13862,482378,461881,0.7,0.1,100
queue,625,false,458774.946,0.06300766827605794,0.06930874751491055,19,pdisp,32,78,1800,3709,492940,461881,0.1,0.3,25
queue,625,false,458774.946,0.058674753551768905,0.06500497074414426,19,pdisp,32,78,1800,7018,490671,461881,0.1,0.3,50
queue,625,false,458774.946,0.06829991527817,0.07456540525275347,19,pdisp,32,78,1800,10011,495740,461881,0.1,0.3,75
queue,625,false,458774.946,0.03571890853671267,0.042203499029207295,19,pdisp,32,78,1800,13402,478990,461881,0.1,0.3,100
queue,625,false,458774.946,0.06685994242133442,0.0731351159149452,19,pdisp,32,78,1800,3910,494975,461881,0.3,0.3,25
queue,625,false,458774.946,0.06428328322650179,0.07057578421918431,19,pdisp,32,78,1800,6979,493612,461881,0.3,0.3,50
queue,625,false,458774.946,0.07348067849921366,0.0797113289148506,19,pdisp,32,78,1800,11069,498512,461881,0.3,0.3,75
queue,625,false,458774.946,0.06343136042241612,0.06972959041939482,19,pdisp,32,78,1800,13862,493163,461881,0.3,0.3,100
queue,625,false,458774.946,0.04792127454759456,0.05432380665761066,19,pdisp,32,78,1800,3534,485129,461881,0.5,0.3,25
queue,625,false,458774.946,0.07922866529512144,0.0854206616908282,19,pdisp,32,78,1800,6610,501624,461881,0.5,0.3,50
queue,625,false,458774.946,0.06109343714108571,0.06740738918759592,19,pdisp,32,78,1800,10881,491935,461881,0.5,0.3,75
queue,625,false,458774.946,0.04094078463780996,0.04739025909576037,19,pdisp,32,78,1800,13956,481598,461881,0.5,0.3,100
queue,625,false,458774.946,0.06675435778379897,0.07303024131221474,19,pdisp,32,78,1800,3686,494919,461881,0.7,0.3,25
queue,625,false,458774.946,0.07743364599479075,0.08363771352327384,19,pdisp,32,78,1800,7205,500648,461881,0.7,0.3,50
queue,625,false,458774.946,0.06297345218919018,0.06927476152413567,19,pdisp,32,78,1800,10907,492922,461881,0.7,0.3,75
queue,625,false,458774.946,0.06519988018522717,0.0714862172533273,19,pdisp,32,78,1800,14140,494096,461881,0.7,0.3,100
queue,625,false,458774.946,0.05420475394797195,0.060565030961273844,19,pdisp,32,78,1800,3904,488352,461881,0.1,0.5,25
queue,625,false,458774.946,0.048482226548417336,0.05488098637248541,19,pdisp,32,78,1800,7652,485415,461881,0.1,0.5,50
queue,625,false,458774.946,0.04519341881949713,0.05161429519393563,19,pdisp,32,78,1800,10555,483743,461881,0.1,0.5,75
queue,625,false,458774.946,0.06523015024933618,0.07151628375752866,19,pdisp,32,78,1800,13758,494112,461881,0.1,0.5,100
queue,625,false,458774.946,0.053134481344813446,0.0595019557195572,19,pdisp,32,78,1800,3886,487800,461881,0.3,0.5,25
queue,625,false,458774.946,0.06257217719921009,0.06887618502529881,19,pdisp,32,78,1800,7852,492711,461881,0.3,0.5,50
queue,625,false,458774.946,0.06420365905545312,0.07049669550418382,19,pdisp,32,78,1800,10856,493570,461881,0.3,0.5,75
queue,625,false,458774.946,0.03909118711135059,0.04555309972933671,19,pdisp,32,78,1800,14697,480671,461881,0.3,0.5,100
queue,625,false,458774.946,0.0869372690809099,0.09307742671376808,19,pdisp,32,78,1800,3643,505859,461881,0.5,0.5,25
queue,625,false,458774.946,0.06053579528234918,0.06685349735478793,19,pdisp,32,78,1800,7197,491643,461881,0.5,0.5,50
queue,625,false,458774.946,0.0465140283188106,0.052926023868063006,19,pdisp,32,78,1800,10437,484413,461881,0.5,0.5,75
queue,625,false,458774.946,0.05372420631668661,0.060087714913215226,19,pdisp,32,78,1800,14528,488104,461881,0.5,0.5,100
queue,625,false,458774.946,0.0588186149250325,0.06514786467948797,19,pdisp,32,78,1800,3921,490746,461881,0.7,0.5,25
queue,625,false,458774.946,0.05228157361791362,0.05865478362035535,19,pdisp,32,78,1800,7744,487361,461881,0.7,0.5,50
queue,625,false,458774.946,0.04735769590918278,0.05376401796874034,19,pdisp,32,78,1800,10676,484842,461881,0.7,0.5,75
queue,625,false,458774.946,0.05157710796120731,0.057955055349189634,19,pdisp,32,78,1800,14005,486999,461881,0.7,0.5,100
queue,625,false,458774.946,0.059257599674117825,0.06558389734711544,19,pdisp,32,78,1800,4297,490975,461881,0.1,0.7,25
queue,625,false,458774.946,0.05310536404358478,0.05947303422614472,19,pdisp,32,78,1800,8490,487785,461881,0.1,0.7,50
queue,625,false,458774.946,0.046785580877967435,0.053195750292538875,19,pdisp,32,78,1800,11793,484551,461881,0.1,0.7,75
queue,625,false,458774.946,0.04360187021936563,0.05003344942829101,19,pdisp,32,78,1800,15250,482938,461881,0.1,0.7,100
queue,625,false,458774.946,0.05624936147606301,0.06259588892748412,19,pdisp,32,78,1800,4289,489410,461881,0.3,0.7,25
queue,625,false,458774.946,0.03854712436953449,0.045012695696702125,19,pdisp,32,78,1800,7951,480399,461881,0.3,0.7,50
queue,625,false,458774.946,0.03932302662093609,0.04578338016626906,19,pdisp,32,78,1800,11726,480787,461881,0.3,0.7,75
queue,625,false,458774.946,0.056027549842119787,0.06237556893080862,19,pdisp,32,78,1800,15456,489295,461881,0.3,0.7,100
queue,625,false,458774.946,0.08426896121018666,0.09042706266046771,19,pdisp,32,78,1800,4006,504385,461881,0.5,0.7,25
queue,625,false,458774.946,0.06687879430689819,0.07315384102548562,19,pdisp,32,78,1800,8431,494985,461881,0.5,0.7,50
queue,625,false,458774.946,0.05664257966479717,0.06298646280539365,19,pdisp,32,78,1800,11803,489614,461881,0.5,0.7,75
queue,625,false,458774.946,0.05320241475088913,0.05956943228755625,19,pdisp,32,78,1800,14778,487835,461881,0.5,0.7,100
queue,625,false,458774.946,0.0558326553473673,0.06218198506114139,19,pdisp,32,78,1800,3683,489194,461881,0.7,0.7,25
queue,625,false,458774.946,0.05936105606797155,0.06568665801816187,19,pdisp,32,78,1800,7720,491029,461881,0.7,0.7,50
queue,625,false,458774.946,0.06862681835963494,0.07489010997874632,19,pdisp,32,78,1800,11930,495914,461881,0.7,0.7,75
queue,625,false,458774.946,0.0666544074557557,0.07293096312941282,19,pdisp,32,78,1800,14505,494866,461881,0.7,0.7,100
queue,625,false,462154.445,0.07797990229177423,0.0821892103904357,1,pdisp,32,78,1800,4289,503540,464274,0.1,0.1,25
queue,625,false,462154.445,0.0809676608396661,0.08516332889264554,1,pdisp,32,78,1800,8054,505177,464274,0.1,0.1,50
queue,625,false,462154.445,0.07526376276986263,0.07948547088899555,1,pdisp,32,78,1800,11475,502061,464274,0.1,0.1,75
queue,625,false,462154.445,0.07656230420851011,0.0807780840826864,1,pdisp,32,78,1800,13621,502767,464274,0.1,0.1,100
queue,625,false,462154.445,0.08637514832722314,0.09054612952041355,1,pdisp,32,78,1800,4360,508167,464274,0.3,0.1,25
queue,625,false,462154.445,0.08640211577741833,0.09057297385582329,1,pdisp,32,78,1800,8359,508182,464274,0.3,0.1,50
queue,625,false,462154.445,0.0678258425274317,0.072081507062473,1,pdisp,32,78,1800,11716,498055,464274,0.3,0.1,75
queue,625,false,462154.445,0.05802317843172264,0.062323595172783186,1,pdisp,32,78,1800,15637,492872,464274,0.3,0.1,100
queue,625,false,462154.445,0.0671534430656465,0.07141217731305856,1,pdisp,32,78,1800,4087,497696,464274,0.5,0.1,25
queue,625,false,462154.445,0.08258755229030033,0.08677582503571646,1,pdisp,32,78,1800,8100,506069,464274,0.5,0.1,50
queue,625,false,462154.445,0.07832584584171251,0.0825335746006285,1,pdisp,32,78,1800,11475,503729,464274,0.5,0.1,75
queue,625,false,462154.445,0.041330607693737226,0.0457072312044436,1,pdisp,32,78,1800,13971,484290,464274,0.5,0.1,100
queue,625,false,462154.445,0.0746204994100201,0.07884514422616958,1,pdisp,32,78,1800,4015,501712,464274,0.7,0.1,25
queue,625,false,462154.445,0.07212378238155576,0.07635982548634787,1,pdisp,32,78,1800,7191,500362,464274,0.7,0.1,50
queue,625,false,462154.445,0.06680468734296797,0.07106501376856746,1,pdisp,32,78,1800,11005,497510,464274,0.7,0.1,75
queue,625,false,462154.445,0.05838234697602726,0.06268112400113575,1,pdisp,32,78,1800,14448,493060,464274,0.7,0.1,100
