Alloc,B,BeatGurobi,BestBound,Diff%,Gap%,ID,Loc,P,S,TimeOptim,TotalTimeGRASP,ValueGRASP,ValueOptim,alpha_a,alpha_l,iters
queue,625,false,468091.441,0.06598588053279955,0.06676055520887124,13,pdisp,32,78,1800,3759,501577,468480,0.5,0.3,25
queue,625,false,468091.441,0.058026818729277216,0.058808094679886375,13,pdisp,32,78,1800,6837,497339,468480,0.5,0.3,50
queue,625,false,468091.441,0.06630420051499956,0.06707861117533107,13,pdisp,32,78,1800,10485,501748,468480,0.5,0.3,75
queue,625,false,468091.441,0.046582100213892204,0.047372868455274976,13,pdisp,32,78,1800,13950,491369,468480,0.5,0.3,100
queue,625,false,468091.441,0.08406617684436085,0.08482585565752586,13,pdisp,32,78,1800,3347,511478,468480,0.7,0.3,25
queue,625,false,468091.441,0.0693904793687874,0.07016233025831727,13,pdisp,32,78,1800,6967,503412,468480,0.7,0.3,50
queue,625,false,468091.441,0.06739155102292703,0.06816505983082936,13,pdisp,32,78,1800,10683,502333,468480,0.7,0.3,75
queue,625,false,468091.441,0.06050524314600793,0.06128446348247574,13,pdisp,32,78,1800,14027,498651,468480,0.7,0.3,100
queue,625,false,468091.441,0.06159673577962907,0.062375050828173746,13,pdisp,32,78,1800,3830,499231,468480,0.1,0.5,25
queue,625,false,468091.441,0.07989629978788593,0.08065943711210623,13,pdisp,32,78,1800,7625,509160,468480,0.1,0.5,50
queue,625,false,468091.441,0.06282070004381025,0.0635979999319841,13,pdisp,32,78,1800,11089,499883,468480,0.1,0.5,75
queue,625,false,468091.441,0.05058558166021875,0.05137302939966482,13,pdisp,32,78,1800,14369,493441,468480,0.1,0.5,100
queue,625,false,468091.441,0.07557155204053846,0.0763382763261231,13,pdisp,32,78,1800,3805,506778,468480,0.3,0.5,25
queue,625,false,468091.441,0.06455915593076843,0.06533501393736574,13,pdisp,32,78,1800,7594,500812,468480,0.3,0.5,50
queue,625,false,468091.441,0.0812117931549808,0.08197383940426252,13,pdisp,32,78,1800,10887,509889,468480,0.3,0.5,75
queue,625,false,468091.441,0.07788784984184659,0.07865265298168886,13,pdisp,32,78,1800,14614,508051,468480,0.3,0.5,100
queue,625,false,468091.441,0.08550547256106487,0.08626395761717646,13,pdisp,32,78,1800,3694,512283,468480,0.5,0.5,25
queue,625,false,468091.441,0.02443493942284065,0.02524407659918288,13,pdisp,32,78,1800,7008,480214,468480,0.5,0.5,50
queue,625,false,468091.441,0.0558189029699139,0.05660201017380931,13,pdisp,32,78,1800,10809,496176,468480,0.5,0.5,75
queue,625,false,468091.441,0.05226040990222794,0.05304646853309544,13,pdisp,32,78,1800,13627,494313,468480,0.5,0.5,100
queue,625,false,468091.441,0.05708454599248856,0.05786660346750075,13,pdisp,32,78,1800,3934,496842,468480,0.7,0.5,25
queue,625,false,468091.441,0.08385302693411087,0.08461288253457944,13,pdisp,32,78,1800,7873,511359,468480,0.7,0.5,50
queue,625,false,468091.441,0.06639909605240345,0.0671734280060343,13,pdisp,32,78,1800,10397,501799,468480,0.7,0.5,75
queue,625,false,468091.441,0.06394422987394177,0.06472059790242628,13,pdisp,32,78,1800,13806,500483,468480,0.7,0.5,100
queue,625,false,468091.441,0.05947918820655,0.06025925955668161,13,pdisp,32,78,1800,3944,498107,468480,0.1,0.7,25
queue,625,false,468091.441,0.05677130207358102,0.057553619354228217,13,pdisp,32,78,1800,7836,496677,468480,0.1,0.7,50
queue,625,false,468091.441,0.06976374763211507,0.0705352889316024,13,pdisp,32,78,1800,11110,503614,468480,0.1,0.7,75
queue,625,false,468091.441,0.054719642291449336,0.05550366122611226,13,pdisp,32,78,1800,14580,495599,468480,0.1,0.7,100
queue,625,false,468091.441,0.06879484784034666,0.06956719274881236,13,pdisp,32,78,1800,3714,503090,468480,0.3,0.7,25
queue,625,false,468091.441,0.0448014386699643,0.045593683798447575,13,pdisp,32,78,1800,7771,490453,468480,0.3,0.7,50
queue,625,false,468091.441,0.06905576166810073,0.06982789017369759,13,pdisp,32,78,1800,10984,503231,468480,0.3,0.7,75
queue,625,false,468091.441,0.0536426717302817,0.05442758390820853,13,pdisp,32,78,1800,14010,495035,468480,0.3,0.7,100
queue,625,false,468091.441,0.0629575402635432,0.06373472665594573,13,pdisp,32,78,1800,4008,499956,468480,0.5,0.7,25
queue,625,false,468091.441,0.07319041853619163,0.07395911774248433,13,pdisp,32,78,1800,8233,505476,468480,0.5,0.7,50
queue,625,false,468091.441,0.07478102874522312,0.07554840869367725,13,pdisp,32,78,1800,10798,506345,468480,0.5,0.7,75
queue,625,false,468091.441,0.06377213019418815,0.06454864096276713,13,pdisp,32,78,1800,14706,500391,468480,0.5,0.7,100
queue,625,false,468091.441,0.06096284982381027,0.06174169061965069,13,pdisp,32,78,1800,3786,498894,468480,0.7,0.7,25
queue,625,false,468091.441,0.057689561329227354,0.0584711170023393,13,pdisp,32,78,1800,7380,497161,468480,0.7,0.7,50
queue,625,false,468091.441,0.06774787324013731,0.06852108651310881,13,pdisp,32,78,1800,10197,502525,468480,0.7,0.7,75
queue,625,false,468091.441,0.060467560179772215,0.061246811770628,13,pdisp,32,78,1800,14385,498631,468480,0.7,0.7,100
queue,625,false,459097.84,0.08167166184477026,0.0820778607974823,14,pdisp,32,78,1800,4007,500149,459301,0.1,0.1,25
queue,625,false,459097.84,0.0649333463627554,0.06534694907938984,14,pdisp,32,78,1800,7729,491196,459301,0.1,0.1,50
queue,625,false,459097.84,0.07162218157195266,0.07203282565413802,14,pdisp,32,78,1800,10463,494735,459301,0.1,0.1,75
queue,625,false,459097.84,0.07628616765178498,0.07669474873952448,14,pdisp,32,78,1800,14056,497233,459301,0.1,0.1,100
queue,625,false,459097.84,0.0801267351479745,0.08053361745932874,14,pdisp,32,78,1800,4013,499309,459301,0.3,0.1,25
queue,625,false,459097.84,0.094729020444928,0.0951294438104473,14,pdisp,32,78,1800,7641,507363,459301,0.3,0.1,50
queue,625,false,459097.84,0.08570797261708307,0.08611238621139941,14,pdisp,32,78,1800,10507,502357,459301,0.3,0.1,75
queue,625,false,459097.84,0.08155046262320455,0.0819567151852792,14,pdisp,32,78,1800,14793,500083,459301,0.3,0.1,100
queue,625,false,459097.84,0.10168904778855219,0.10208639256474743,14,pdisp,32,78,1800,3665,511294,459301,0.5,0.1,25
queue,625,false,459097.84,0.07561876854091781,0.07602764483551157,14,pdisp,32,78,1800,7553,496874,459301,0.5,0.1,50
queue,625,false,459097.84,0.07698413814862673,0.07739241050704464,14,pdisp,32,78,1800,10547,497609,459301,0.5,0.1,75
queue,625,false,459097.84,0.08798819728640841,0.08839160228191086,14,pdisp,32,78,1800,13358,503613,459301,0.5,0.1,100
queue,625,false,459097.84,0.08370157424235472,0.0841068753154569,14,pdisp,32,78,1800,3846,501257,459301,0.7,0.1,25
queue,625,false,459097.84,0.09329040307329071,0.09369146277425285,14,pdisp,32,78,1800,7549,506558,459301,0.7,0.1,50
queue,625,false,459097.84,0.09330830214304892,0.09370935392681727,14,pdisp,32,78,1800,10169,506568,459301,0.7,0.1,75
queue,625,false,459097.84,0.07979500289504317,0.0802020319396388,14,pdisp,32,78,1800,13498,499129,459301,0.7,0.1,100
queue,625,false,459097.84,0.07713992360752513,0.0775481270582467,14,pdisp,32,78,1800,3760,497693,459301,0.1,0.3,25
queue,625,false,459097.84,0.0579233336273257,0.058340037043038376,14,pdisp,32,78,1800,7743,487541,459301,0.1,0.3,50
queue,625,false,459097.84,0.07017124764405432,0.0705825335095948,14,pdisp,32,78,1800,10562,493963,459301,0.1,0.3,75
queue,625,false,459097.84,0.05439920613352439,0.05481746835651517,14,pdisp,32,78,1800,13814,485724,459301,0.1,0.3,100
queue,625,false,459097.84,0.08598816742320069,0.08639245708054147,14,pdisp,32,78,1800,3637,502511,459301,0.3,0.3,25
queue,625,false,459097.84,0.07960322629126797,0.08001034016331841,14,pdisp,32,78,1800,7331,499025,459301,0.3,0.3,50
queue,625,false,459097.84,0.0751255011487911,0.07553459562754597,14,pdisp,32,78,1800,10281,496609,459301,0.3,0.3,75
queue,625,false,459097.84,0.07055509574698432,0.07096621182717579,14,pdisp,32,78,1800,14130,494167,459301,0.3,0.3,100
queue,625,false,459097.84,0.08962054721753125,0.0900232301849693,14,pdisp,32,78,1800,3853,504516,459301,0.5,0.3,25
queue,625,false,459097.84,0.09147176111278148,0.09187362524330221,14,pdisp,32,78,1800,7010,505544,459301,0.5,0.3,50
queue,625,false,459097.84,0.05464249180300875,0.05506064641483254,14,pdisp,32,78,1800,10284,485849,459301,0.5,0.3,75
queue,625,false,459097.84,0.08038090127681216,0.08078767116430767,14,pdisp,32,78,1800,13411,499447,459301,0.5,0.3,100
queue,625,false,459097.84,0.08787590532041442,0.08827935998538375,14,pdisp,32,78,1800,3943,503551,459301,0.7,0.3,25
queue,625,false,459097.84,0.07484792329694236,0.07525714055513028,14,pdisp,32,78,1800,7172,496460,459301,0.7,0.3,50
queue,625,false,459097.84,0.0902390568455747,0.09064146623116548,14,pdisp,32,78,1800,10611,504859,459301,0.7,0.3,75
queue,625,false,459097.84,0.07879097846906746,0.07919845161807912,14,pdisp,32,78,1800,13940,498585,459301,0.7,0.3,100
queue,625,false,459097.84,0.06829827372862446,0.06871038805606827,14,pdisp,32,78,1800,3979,492970,459301,0.1,0.5,25
queue,625,false,459097.84,0.07155086851143225,0.07196154413711822,14,pdisp,32,78,1800,6847,494697,459301,0.1,0.5,50
queue,625,false,459097.84,0.05880364018631262,0.05921995422103,14,pdisp,32,78,1800,10763,487997,459301,0.1,0.5,75
queue,625,false,459097.84,0.04856394162549586,0.04898478492786041,14,pdisp,32,78,1800,13479,482745,459301,0.1,0.5,100
queue,625,false,459097.84,0.09003177848572742,0.09043427955557663,14,pdisp,32,78,1800,3827,504744,459301,0.3,0.5,25
queue,625,false,459097.84,0.061647557796500746,0.06206261389731054,14,pdisp,32,78,1800,7766,489476,459301,0.3,0.5,50
queue,625,false,459097.84,0.08503771995003874,0.08544243001340662,14,pdisp,32,78,1800,10830,501989,459301,0.3,0.5,75
queue,625,false,459097.84,0.06470104301999291,0.06511474849004421,14,pdisp,32,78,1800,13921,491074,459301,0.3,0.5,100
queue,625,false,459097.84,0.07281411305869742,0.07322422992060491,14,pdisp,32,78,1800,3964,495371,459301,0.5,0.5,25
queue,625,false,459097.84,0.06751327262945254,0.06792573418196947,14,pdisp,32,78,1800,7288,492555,459301,0.5,0.5,50
queue,625,false,459097.84,0.04794073324779398,0.04836185221037702,14,pdisp,32,78,1800,11500,482429,459301,0.5,0.5,75
queue,625,false,459097.84,0.06699615261171442,0.06740884289898874,14,pdisp,32,78,1800,14690,492282,459301,0.5,0.5,100
queue,625,false,459097.84,0.07149268395240425,0.07190338531453541,14,pdisp,32,78,1800,3901,494666,459301,0.7,0.5,25
queue,625,false,459097.84,0.07106452173983391,0.07147541248852227,14,pdisp,32,78,1800,6828,494438,459301,0.7,0.5,50
queue,625,false,459097.84,0.06466485424239647,0.06507857571962403,14,pdisp,32,78,1800,10692,491055,459301,0.7,0.5,75
queue,625,false,459097.84,0.052673155418602874,0.05309218111579302,14,pdisp,32,78,1800,15074,484839,459301,0.7,0.5,100
queue,625,false,459097.84,0.06007485823389412,0.06049060997795995,14,pdisp,32,78,1800,3391,488657,459301,0.1,0.7,25
queue,625,false,459097.84,0.06641773904064621,0.06683068517430688,14,pdisp,32,78,1800,7539,491977,459301,0.1,0.7,50
queue,625,false,459097.84,0.052522681233264985,0.05294177348884602,14,pdisp,32,78,1800,11065,484762,459301,0.1,0.7,75
queue,625,false,459097.84,0.06532913854995075,0.06574256619807729,14,pdisp,32,78,1800,14494,491404,459301,0.1,0.7,100
queue,625,false,459097.84,0.08709997356511232,0.08750377144356346,14,pdisp,32,78,1800,3791,503123,459301,0.3,0.7,25
queue,625,false,459097.84,0.07427734130935153,0.07468681094982602,14,pdisp,32,78,1800,7560,496154,459301,0.3,0.7,50
queue,625,false,459097.84,0.07421576591194487,0.0746252627887148,14,pdisp,32,78,1800,10993,496121,459301,0.3,0.7,75
queue,625,false,459097.84,0.06414838299537068,0.06456233292038856,14,pdisp,32,78,1800,14607,490784,459301,0.3,0.7,100
queue,625,false,459097.84,0.07883531985985011,0.07924277339558647,14,pdisp,32,78,1800,3810,498609,459301,0.5,0.7,25
queue,625,false,459097.84,0.07159403298835705,0.07200468952134535,14,pdisp,32,78,1800,7523,494720,459301,0.5,0.7,50
queue,625,false,459097.84,0.06959299593239017,0.07000453757272265,14,pdisp,32,78,1800,11975,493656,459301,0.5,0.7,75
queue,625,false,459097.84,0.059042737354057705,0.05945894563028424,14,pdisp,32,78,1800,14172,488121,459301,0.5,0.7,100
queue,625,false,459097.84,0.09613284240314394,0.09653264482407783,14,pdisp,32,78,1800,4270,508151,459301,0.7,0.7,25
queue,625,false,459097.84,0.07247708459967972,0.07288735053746932,14,pdisp,32,78,1800,7335,495191,459301,0.7,0.7,50
queue,625,false,459097.84,0.07470627578648788,0.07511555569881377,14,pdisp,32,78,1800,11646,496384,459301,0.7,0.7,75
queue,625,false,459097.84,0.04928080412494903,0.049701330341599875,14,pdisp,32,78,1800,15185,483109,459301,0.7,0.7,100
queue,625,false,479672.397,0.047588121960675495,0.05600642944437557,15,pdisp,32,78,1800,4414,508131,483950,0.1,0.1,25
queue,625,false,479672.397,0.05583627602083618,0.0641816785999961,15,pdisp,32,78,1800,8570,512570,483950,0.1,0.1,50
queue,625,false,479672.397,0.034654304709738036,0.04318693337429163,15,pdisp,32,78,1800,10671,501323,483950,0.1,0.1,75
queue,625,false,479672.397,0.042998334961458905,0.05145721127796652,15,pdisp,32,78,1800,15823,505694,483950,0.1,0.1,100
queue,625,false,479672.397,0.04211753482084362,0.05058419647328242,15,pdisp,32,78,1800,3957,505229,483950,0.3,0.1,25
queue,625,false,479672.397,0.04686032106794185,0.055285061537037446,15,pdisp,32,78,1800,8200,507743,483950,0.3,0.1,50
queue,625,false,479672.397,0.047505643718497026,0.05592468022208796,15,pdisp,32,78,1800,12487,508087,483950,0.3,0.1,75
queue,625,false,479672.397,0.05430861645125864,0.06266752191534015,15,pdisp,32,78,1800,15035,511742,483950,0.3,0.1,100
queue,625,false,479672.397,0.05703207201589961,0.06536690503098087,15,pdisp,32,78,1800,4205,513220,483950,0.5,0.1,25
queue,625,false,479672.397,0.042661359877827806,0.05112321469547947,15,pdisp,32,78,1800,7728,505516,483950,0.5,0.1,50
queue,625,false,479672.397,0.03221032802260542,0.04076455884029221,15,pdisp,32,78,1800,11713,500057,483950,0.5,0.1,75
queue,625,false,479672.397,0.04580792337282598,0.05424196591762737,15,pdisp,32,78,1800,15282,507183,483950,0.5,0.1,100
queue,625,false,479672.397,0.06498991475845653,0.0732544089121077,15,pdisp,32,78,1800,3864,517588,483950,0.7,0.1,25
queue,625,false,479672.397,0.04637011756081989,0.05479919090726371,15,pdisp,32,78,1800,8236,507482,483950,0.7,0.1,50
queue,625,false,479672.397,0.0388701983230127,0.047365562974408276,15,pdisp,32,78,1800,10028,503522,483950,0.7,0.1,75
queue,625,false,479672.397,0.03802002476758031,0.04652290404848562,15,pdisp,32,78,1800,14538,503077,483950,0.7,0.1,100
queue,625,false,479672.397,0.033513003988169296,0.04205572053657553,15,pdisp,32,78,1800,4139,500731,483950,0.1,0.3,25
queue,625,false,479672.397,0.04941770819215532,0.057819844080540715,15,pdisp,32,78,1800,7741,509109,483950,0.1,0.3,50
queue,625,false,479672.397,0.05070988344494529,0.059100597879176625,15,pdisp,32,78,1800,10631,509802,483950,0.1,0.3,75
queue,625,false,479672.397,0.046541088670989196,0.054968650814759656,15,pdisp,32,78,1800,14479,507573,483950,0.1,0.3,100
queue,625,false,479672.397,0.05105610328086151,0.05944375750017648,15,pdisp,32,78,1800,4485,509988,483950,0.3,0.3,25
queue,625,false,479672.397,0.06134656376617356,0.06964326126548988,15,pdisp,32,78,1800,8026,515579,483950,0.3,0.3,50
queue,625,false,479672.397,0.04257423783805171,0.051036862721823256,15,pdisp,32,78,1800,11500,505470,483950,0.3,0.3,75
queue,625,false,479672.397,0.052041260053514275,0.06042020653532295,15,pdisp,32,78,1800,14965,510518,483950,0.3,0.3,100
queue,625,false,479672.397,0.07612098720180824,0.0842870945202969,15,pdisp,32,78,1800,3556,523824,483950,0.5,0.3,25
queue,625,false,479672.397,0.0573883844227076,0.06572006801528592,15,pdisp,32,78,1800,8866,513414,483950,0.5,0.3,50
queue,625,false,479672.397,0.04001412356532744,0.04849937713489989,15,pdisp,32,78,1800,11353,504122,483950,0.5,0.3,75
queue,625,false,479672.397,0.06265555424279343,0.07094068165927109,15,pdisp,32,78,1800,13559,516299,483950,0.5,0.3,100
queue,625,false,479672.397,0.05521879606040196,0.06356965650531494,15,pdisp,32,78,1800,3891,512235,483950,0.7,0.3,25
queue,625,false,479672.397,0.04021022361049135,0.04869374386434628,15,pdisp,32,78,1800,8438,504225,483950,0.7,0.3,50
queue,625,false,479672.397,0.053011402216260536,0.06138177367373655,15,pdisp,32,78,1800,11179,511041,483950,0.7,0.3,75
queue,625,false,479672.397,0.03802576131032838,0.046528589886300396,15,pdisp,32,78,1800,14004,503080,483950,0.7,0.3,100
queue,625,false,479672.397,0.0436848023048787,0.05213761098058124,15,pdisp,32,78,1800,3892,506057,483950,0.1,0.5,25
queue,625,false,479672.397,0.0445023593753085,0.05294794171651958,15,pdisp,32,78,1800,8725,506490,483950,0.1,0.5,50
queue,625,false,479672.397,0.0437925052458537,0.052244361942171136,15,pdisp,32,78,1800,10905,506114,483950,0.1,0.5,75
queue,625,false,479672.397,0.044508018866993224,0.05295355118432042,15,pdisp,32,78,1800,14581,506493,483950,0.1,0.5,100
queue,625,false,479672.397,0.07114890023415608,0.0793589555103451,15,pdisp,32,78,1800,4321,521020,483950,0.3,0.5,25
queue,625,false,479672.397,0.04961558477264024,0.0580159716426264,15,pdisp,32,78,1800,8074,509215,483950,0.3,0.5,50
queue,625,false,479672.397,0.03576025407552929,0.04428310732459584,15,pdisp,32,78,1800,10493,501898,483950,0.3,0.5,75
queue,625,false,479672.397,0.04457026885095731,0.05301525094467017,15,pdisp,32,78,1800,14631,506526,483950,0.3,0.5,100
queue,625,false,479672.397,0.06169052752400304,0.06998418474973245,15,pdisp,32,78,1800,4151,515768,483950,0.5,0.5,25
queue,625,false,479672.397,0.05550643941833483,0.0638547574020621,15,pdisp,32,78,1800,7551,512391,483950,0.5,0.5,50
queue,625,false,479672.397,0.030743040256358902,0.03931024033647106,15,pdisp,32,78,1800,12328,499300,483950,0.5,0.5,75
queue,625,false,479672.397,0.046200964934409686,0.054631533410065596,15,pdisp,32,78,1800,14091,507392,483950,0.5,0.5,100
queue,625,false,479672.397,0.0611353288208853,0.06943389341233028,15,pdisp,32,78,1800,3903,515463,483950,0.7,0.5,25
queue,625,false,479672.397,0.05790951103566687,0.06623658842354847,15,pdisp,32,78,1800,7371,513698,483950,0.7,0.5,50
queue,625,false,479672.397,0.05078436064506259,0.059174416780100506,15,pdisp,32,78,1800,11005,509842,483950,0.7,0.5,75
queue,625,false,479672.397,0.06185423120316056,0.07014644146257304,15,pdisp,32,78,1800,13193,515858,483950,0.7,0.5,100
queue,625,false,479672.397,0.046520425090924855,0.054948169878753735,15,pdisp,32,78,1800,4452,507562,483950,0.1,0.7,25
queue,625,false,479672.397,0.045743952960569774,0.054178560935740784,15,pdisp,32,78,1800,7962,507149,483950,0.1,0.7,50
queue,625,false,479672.397,0.045126385844311896,0.053566452455600704,15,pdisp,32,78,1800,12104,506821,483950,0.1,0.7,75
queue,625,false,479672.397,0.03891791630175535,0.047412859176998376,15,pdisp,32,78,1800,14993,503547,483950,0.1,0.7,100
queue,625,false,479672.397,0.05876335177103025,0.06708288211543399,15,pdisp,32,78,1800,4117,514164,483950,0.3,0.7,25
queue,625,false,479672.397,0.04938596560150228,0.05778838206060988,15,pdisp,32,78,1800,7923,509092,483950,0.3,0.7,50
queue,625,false,479672.397,0.04219526193916124,0.050661236566588164,15,pdisp,32,78,1800,11655,505270,483950,0.3,0.7,75
queue,625,false,479672.397,0.044113580520024336,0.05256259925259341,15,pdisp,32,78,1800,14296,506284,483950,0.3,0.7,100
queue,625,false,479672.397,0.06396270937294496,0.07223628292909366,15,pdisp,32,78,1800,4582,517020,483950,0.5,0.7,25
queue,625,false,479672.397,0.04328400992398857,0.05174036117783116,15,pdisp,32,78,1800,7345,505845,483950,0.5,0.7,50
queue,625,false,479672.397,0.054724230272654294,0.06307946215283408,15,pdisp,32,78,1800,11040,511967,483950,0.5,0.7,75
queue,625,false,479672.397,0.048078946799031456,0.05649291591347639,15,pdisp,32,78,1800,15089,508393,483950,0.5,0.7,100
queue,625,false,479672.397,0.05292615387626102,0.0612972788383448,15,pdisp,32,78,1800,4569,510995,483950,0.7,0.7,25
queue,625,false,479672.397,0.061805126097500926,0.07009777039379177,15,pdisp,32,78,1800,7492,515831,483950,0.7,0.7,50
queue,625,false,479672.397,0.060451806293293574,0.06875641249650545,15,pdisp,32,78,1800,11122,515088,483950,0.7,0.7,75
queue,625,false,479672.397,0.03620192460886467,0.04472087396042444,15,pdisp,32,78,1800,15458,502128,483950,0.7,0.7,100
queue,625,false,461967.277,0.09492816035704499,0.09570669655091414,16,pdisp,32,78,1800,3231,510860,462365,0.1,0.1,25
queue,625,false,461967.277,0.05914755245893633,0.05995686687069625,16,pdisp,32,78,1800,6755,491432,462365,0.1,0.1,50
queue,625,false,461967.277,0.06185261611568655,0.06265960365142265,16,pdisp,32,78,1800,10344,492849,462365,0.1,0.1,75
queue,625,false,461967.277,0.0554862142435453,0.056298678111728256,16,pdisp,32,78,1800,13776,489527,462365,0.1,0.1,100
queue,625,false,461967.277,0.08619905925135381,0.0869851041543144,16,pdisp,32,78,1800,3934,505980,462365,0.3,0.1,25
queue,625,false,461967.277,0.061140159398954265,0.06194775978476064,16,pdisp,32,78,1800,7341,492475,462365,0.3,0.1,50
queue,625,false,461967.277,0.08405573736717406,0.08484362593998367,16,pdisp,32,78,1800,10552,504796,462365,0.3,0.1,75
queue,625,false,461967.277,0.07177430202141263,0.07257275499531234,16,pdisp,32,78,1800,14093,498117,462365,0.3,0.1,100
queue,625,false,461967.277,0.0934446222138566,0.09422443453641396,16,pdisp,32,78,1800,3704,510024,462365,0.5,0.1,25
queue,625,false,461967.277,0.08802488397275703,0.08880935831461184,16,pdisp,32,78,1800,7172,506993,462365,0.5,0.1,50
queue,625,false,461967.277,0.06370677871715688,0.0645121713157495,16,pdisp,32,78,1800,11099,493825,462365,0.5,0.1,75
queue,625,false,461967.277,0.0389819587628866,0.039808619471233785,16,pdisp,32,78,1800,14726,481120,462365,0.5,0.1,100
queue,625,false,461967.277,0.09868086325774338,0.0994561714039537,16,pdisp,32,78,1800,3801,512987,462365,0.7,0.1,25
queue,625,false,461967.277,0.08290572691768337,0.08369460472109218,16,pdisp,32,78,1800,7445,504163,462365,0.7,0.1,50
queue,625,false,461967.277,0.06685489746534246,0.06765758207515374,16,pdisp,32,78,1800,10464,495491,462365,0.7,0.1,75
queue,625,false,461967.277,0.07613473788533932,0.0769294400441187,16,pdisp,32,78,1800,13432,500468,462365,0.7,0.1,100
queue,625,false,461967.277,0.061012412470959045,0.061820122743740956,16,pdisp,32,78,1800,3588,492408,462365,0.1,0.3,25
queue,625,false,461967.277,0.06939040860154456,0.07019091218317329,16,pdisp,32,78,1800,7229,496841,462365,0.1,0.3,50
queue,625,false,461967.277,0.0550209897687651,0.0558338538196474,16,pdisp,32,78,1800,9375,489286,462365,0.1,0.3,75
queue,625,false,461967.277,0.05092041414531213,0.05173680548143161,16,pdisp,32,78,1800,13192,487172,462365,0.1,0.3,100
queue,625,false,461967.277,0.05879323436071874,0.059602853554321954,16,pdisp,32,78,1800,3703,491247,462365,0.3,0.3,25
queue,625,false,461967.277,0.07521451287077224,0.07601000660039602,16,pdisp,32,78,1800,7679,499970,462365,0.3,0.3,50
queue,625,false,461967.277,0.06325341480512008,0.06405919738404249,16,pdisp,32,78,1800,10052,493586,462365,0.3,0.3,75
queue,625,false,461967.277,0.06565181983336466,0.06645553932177839,16,pdisp,32,78,1800,13767,494853,462365,0.3,0.3,100
queue,625,false,461967.277,0.060235649927540796,0.061044028365796,16,pdisp,32,78,1800,3702,492001,462365,0.5,0.3,25
queue,625,false,461967.277,0.05452244043285865,0.05533573333224273,16,pdisp,32,78,1800,7109,489028,462365,0.5,0.3,50
queue,625,false,461967.277,0.060134404449250736,0.06094286997812776,16,pdisp,32,78,1800,10687,491948,462365,0.5,0.3,75
queue,625,false,461967.277,0.05127094994993352,0.052087039757711055,16,pdisp,32,78,1800,14214,487352,462365,0.5,0.3,100
queue,625,false,461967.277,0.09848930934842204,0.09926478226790776,16,pdisp,32,78,1800,3365,512878,462365,0.7,0.3,25
queue,625,false,461967.277,0.06933983341854295,0.07014038050457515,16,pdisp,32,78,1800,7259,496814,462365,0.7,0.3,50
queue,625,false,461967.277,0.06457434303829993,0.06537898936439246,16,pdisp,32,78,1800,10807,494283,462365,0.7,0.3,75
queue,625,false,461967.277,0.06749477140396627,0.06829690559888349,16,pdisp,32,78,1800,14331,495831,462365,0.7,0.3,100
queue,625,false,461967.277,0.07101524984428684,0.07181435574933194,16,pdisp,32,78,1800,3962,497710,462365,0.1,0.5,25
queue,625,false,461967.277,0.052872324735341356,0.05368703705221067,16,pdisp,32,78,1800,7737,488176,462365,0.1,0.5,50
queue,625,false,461967.277,0.0534733851123676,0.0542875804014854,16,pdisp,32,78,1800,10203,488486,462365,0.1,0.5,75
queue,625,false,461967.277,0.06382621161072956,0.0646315014740184,16,pdisp,32,78,1800,14101,493888,462365,0.1,0.5,100
queue,625,false,461967.277,0.049652430928097804,0.050469912974130664,16,pdisp,32,78,1800,3967,486522,462365,0.3,0.5,25
queue,625,false,461967.277,0.06083312682556255,0.06164099131854873,16,pdisp,32,78,1800,8153,492314,462365,0.3,0.5,50
queue,625,false,461967.277,0.07136042739935126,0.07215923638518161,16,pdisp,32,78,1800,10793,497895,462365,0.3,0.5,75
queue,625,false,461967.277,0.06250887074863036,0.06331529377891863,16,pdisp,32,78,1800,14356,493194,462365,0.3,0.5,100
queue,625,false,461967.277,0.0719252184874287,0.07272354164408527,16,pdisp,32,78,1800,4081,498198,462365,0.5,0.5,25
queue,625,false,461967.277,0.05217724643207098,0.052992556650226105,16,pdisp,32,78,1800,7271,487818,462365,0.5,0.5,50
queue,625,false,461967.277,0.06584814438425965,0.0666516949957269,16,pdisp,32,78,1800,10924,494957,462365,0.5,0.5,75
queue,625,false,461967.277,0.0534636966432676,0.05427790026633584,16,pdisp,32,78,1800,14637,488481,462365,0.5,0.5,100
queue,625,false,461967.277,0.08125653243465578,0.08204682886312785,16,pdisp,32,78,1800,3657,503258,462365,0.7,0.5,25
queue,625,false,461967.277,0.07600365309943904,0.07679846801639498,16,pdisp,32,78,1800,7409,500397,462365,0.7,0.5,50
queue,625,false,461967.277,0.048962397849307546,0.04978047345676092,16,pdisp,32,78,1800,10883,486169,462365,0.7,0.5,75
queue,625,false,461967.277,0.0526705076300218,0.05348539354849284,16,pdisp,32,78,1800,13658,488072,462365,0.7,0.5,100
queue,625,false,461967.277,0.06735557944718884,0.06815783337401186,16,pdisp,32,78,1800,3755,495757,462365,0.1,0.7,25
queue,625,false,461967.277,0.038102271781642674,0.03892968919031372,16,pdisp,32,78,1800,7907,480680,462365,0.1,0.7,50
queue,625,false,461967.277,0.05639218199295098,0.05720386655428502,16,pdisp,32,78,1800,9818,489997,462365,0.1,0.7,75
queue,625,false,461967.277,0.053791056993758316,0.05460497902384119,16,pdisp,32,78,1800,14906,488650,462365,0.1,0.7,100
