Add,Alloc,B,BeatGurobi,BestBound,Constraints,CyclesLS,DeactivateImprovedTimes,DiffLS,DiffRepair,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,Repaired,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
33,opp,1250,false,991050.288,90,5,0,0.1300094356703156,0.36690886725250027,false,0.13734097935990647,0.37224402316054983,10,429887,37.41948344057269,0,pdisp,62,0,1,true,155,0,1824,2372,5255,548,1800,4829,12456,1162049,1148832,999473,1578719
27,opp,1250,false,954783.337,73,6,0,0.057140391683107736,0.39317947594918656,false,0.06375799957638913,0.39743854087713726,11,564737,55.37701362222545,0,pdisp,62,0,1,true,155,0,1605,1630,6154,25,1800,4082,11866,1040837,1019804,961532,1584541
33,opp,1250,false,940956.264,89,4,0,0.12434676411997159,0.44299834175060804,false,0.12611850978170525,0.4441253464039855,12,615994,57.208371449401206,0,pdisp,62,0,1,true,155,0,1600,1612,5001,12,1800,6066,12679,1121672,1076755,942864,1692749
31,opp,1250,false,1.00946427e6,86,5,0,0.12386385461491745,0.4174645029025823,false,0.12667186615934842,0.4193315259782841,13,582570,50.4004734047247,0,pdisp,62,0,1,true,155,0,1758,1761,6772,3,1800,3855,12388,1117800,1155882,1012710,1738452
26,opp,1250,false,985021.255,73,5,0,0.07815455830817401,0.40052545558601527,false,0.08071240451514458,0.4021888186838363,14,576208,53.775577342149596,0,pdisp,62,0,1,true,155,0,1601,1604,5272,3,1800,3059,9935,1117790,1071505,987762,1647713
30,opp,1250,false,957101.37,81,7,0,0.07555427811187843,0.3971298194978438,false,0.07995084939323562,0.39999700970623026,15,554889,53.34076087792423,0,pdisp,62,1,1,true,155,0,1589,1591,5965,2,1800,2622,10178,1092125,1040272,961675,1595161
32,opp,1250,false,983915.691,84,6,0,0.09592025928142839,0.43582683083482515,false,0.10222738678336278,0.43976266962296895,16,660296,60.24862402732967,0,pdisp,62,1,1,true,155,0,1580,1582,7668,2,1800,6026,15276,1130789,1095952,990828,1756248
32,opp,1250,false,991539.114,90,5,0,0.09929254312511226,0.3847189281546563,false,0.10044734172943182,0.3855077810919868,17,511333,46.38959299909822,0,pdisp,62,0,1,true,155,0,1719,1722,5567,3,1800,2697,9986,1132010,1102258,992812,1613591
30,opp,1250,false,974474.121,80,5,0,0.09846250859472955,0.38402109284078184,false,0.10424154866914975,0.38796964386989313,18,504323,46.35850041732697,0,pdisp,62,0,1,true,155,0,1325,1328,5442,3,1800,3148,9918,1082160,1087876,980761,1592199
34,opp,1250,false,970867.408,81,4,0,0.11278932753987182,0.3468814653610942,false,0.11524491925393382,0.3486891447677367,19,393307,35.84221322866706,0,pdisp,62,0,1,true,155,0,1778,1781,4330,3,1800,3042,9153,1068501,1097329,973562,1490636
33,opp,1250,false,944758.818,87,5,0,0.08551938659777424,0.27852619415069524,false,0.08961109435482242,0.2817543215977254,1,277617,26.751741503035888,0,pdisp,62,0,1,true,155,0,1496,1498,4297,2,1800,2149,7944,1085303,1037753,949005,1315370
33,opp,1250,false,968213.682,91,6,0,0.10879989150981864,0.48227054551881005,false,0.11282366588689346,0.48460809742589817,20,787254,72.13625780345868,0,pdisp,62,0,1,true,155,0,1719,1722,7591,3,1800,7818,17131,1102509,1091343,972605,1878597
27,opp,1250,false,966579.707,78,5,0,0.10288874202256983,0.4156906015163634,false,0.11152848895086274,0.42131786935614424,2,582399,53.53360057283992,0,pdisp,62,0,1,true,155,0,1789,1790,6150,1,1800,4353,12293,1053552,1087913,975979,1670312
31,opp,1250,false,982010.31,80,5,0,0.12991401842839417,0.46896233154471284,false,0.13577492541516686,0.4725394060490823,3,725480,63.84637724524549,0,pdisp,62,0,1,true,155,0,1727,1729,7597,2,1800,8032,17358,1050255,1136290,988670,1861770
28,opp,1250,false,971268.401,79,6,0,0.10176680269750442,0.38360135860211786,false,0.10445692991983835,0.38544741680839867,4,495890,45.72277370136037,0,pdisp,62,0,1,true,155,0,1766,1766,5591,0,1800,3483,10840,1075298,1084558,974186,1580448
30,opp,1250,false,957947.388,84,5,0,0.13093132085599804,0.3228548114183979,false,0.13139159253318436,0.3232134375651301,5,312582,28.34303393108601,0,pdisp,62,0,1,true,155,0,1258,1260,4278,2,1800,2809,8347,1077872,1102853,958455,1415435
28,opp,1250,false,961925.879,80,4,0,0.10332159263079474,0.3447426514566591,false,0.10533253687532382,0.34621217049816766,6,396135,36.84370108363553,0,pdisp,62,0,1,true,155,0,1566,1568,4195,2,1800,3270,9033,1036534,1075177,964088,1471312
26,opp,1250,false,962977.434,69,6,0,0.0781171476433412,0.3780420693167027,false,0.0834373010736313,0.3816313666010183,7,506647,48.22270235285159,0,pdisp,62,0,1,true,155,0,1922,1924,6293,2,1800,3770,11987,1060499,1050640,968567,1557287
31,opp,1250,false,983038.375,76,5,0,0.12159057106877014,0.37496158128576107,false,0.12450872429068381,0.37703801377306945,8,455165,40.53686983564918,0,pdisp,62,0,1,true,155,0,1655,1658,4680,3,1800,3368,9706,1074349,1122842,986315,1578007
30,opp,1250,false,947306.65,80,6,0,0.07008662754454978,0.4392108314752924,false,0.07440955306596628,0.4418177945328814,9,673666,65.8222777201303,0,pdisp,62,0,1,true,155,0,1300,1302,6490,2,1800,5020,12812,1060117,1023462,951731,1697128
