Add,Alloc,B,BeatGurobi,BestBound,Constraints,CyclesLS,DeactivateImprovedTimes,DiffLS,DiffRepair,Factible,GapLS,GapRepair,ID,ImproveAbsLS,ImproveRelLS,InterchangeImprovedTimes,Loc,P,Remove,RepairAlgorithm,Repaired,S,SimpleImprovedTimes,TimeAlloc,TimeCons,TimeLS,TimeLoc,TimeOptim,TimeRepair,TimeTotal,ValueCons,ValueLS,ValueOptim,ValueRepair
0,queue,1250,false,991050.288,0,5,0,0.12082148015615407,0.5984500839280076,true,0.12823045215362777,0.6018340065519289,10,1352212,118.94625914607863,0,relax,62,0,1,true,155,0,287,15287,6410,15000,1800,0,21697,2489038,1136826,999473,2489038
0,queue,1250,false,954783.337,0,5,0,0.06743803736912804,0.6280150475768975,true,0.07398336962267164,0.6306258822500801,11,1553803,150.6988405192689,0,relax,62,0,1,true,155,0,4,11004,7210,11000,1800,0,18214,2584868,1031065,961532,2584868
0,queue,1250,false,940956.264,0,4,0,0.10618245039924237,0.5563101514692347,true,0.10799094867344224,0.5572078876187501,12,1070179,101.45098035498113,0,relax,62,0,1,true,155,0,5,12005,4945,12000,1800,0,16950,2125052,1054873,942864,2125052
0,queue,1250,false,1.00946427e6,0,4,0,0.10045860436113828,0.6884423625600451,true,0.10334162960436379,0.6894409030805968,13,2124667,188.72391093677692,0,relax,62,0,1,true,155,0,4,12004,8485,12000,1800,0,20489,3250474,1125807,1012710,3250474
0,queue,1250,false,985021.255,0,4,0,0.12397576694978764,0.5657877905098255,true,0.126406472966633,0.5669925999093562,14,1147286,101.75025342534396,0,relax,62,0,1,true,155,0,4,10004,5558,10000,1800,1,15563,2274837,1127551,987762,2274837
0,queue,1250,false,957101.37,0,5,0,0.08240357926294586,0.4618711501271353,true,0.0867675759539024,0.46443043705010206,15,739035,70.51611727448554,0,relax,62,0,1,true,155,0,4,12004,5927,12000,1800,0,17931,1787072,1048037,961675,1787072
1,queue,1250,false,983915.691,3,5,0,0.09274389601827647,0.5685450913811174,false,0.09907318276921387,0.571555048354417,16,1204366,110.27831318130417,0,relax,62,0,1,true,155,0,3,11003,6804,11000,1800,298,18105,2292114,1092115,990828,2296481
0,queue,1250,false,991539.114,0,5,0,0.10082290736450467,0.5299443780549932,true,0.10197574388615879,0.5305470371892452,17,1007982,91.29163670351605,0,relax,62,0,1,true,155,0,3,11003,5888,11000,1800,0,16891,2112116,1104134,992812,2112116
0,queue,1250,false,974474.121,0,6,0,0.07119012285817376,0.5486092765218704,true,0.07714398451416894,0.551502783564085,18,1116821,105.76627494358071,0,relax,62,0,1,true,155,0,4,12004,6192,12000,1800,0,18196,2172754,1055933,980761,2172754
0,queue,1250,false,970867.408,0,5,0,0.08536775551233994,0.5789725421952059,true,0.08789924372668935,0.5801378477633989,19,1247918,117.23814623789256,0,relax,62,0,1,true,155,0,3,11003,7499,11000,1800,0,18502,2312348,1064430,973562,2312348
0,queue,1250,false,944758.818,0,5,0,0.0871379472543582,0.6226662287656439,true,0.0912224130020114,0.6243545527127332,1,1475435,141.9242915256259,0,relax,62,0,1,true,155,0,4,12004,5917,12000,1800,0,17921,2515028,1039593,949005,2515028
0,queue,1250,false,968213.682,0,6,0,0.09272429445357581,0.577768767291704,true,0.0968206502575545,0.579675144096629,20,1231483,114.87650255688868,0,relax,62,0,1,true,155,0,5,11005,6754,11000,1800,0,17759,2303489,1072006,972605,2303489
0,queue,1250,false,966579.707,0,7,0,0.11301165378718547,0.6493110214647113,true,0.1215539106939833,0.6526883773925786,2,1682704,152.9273517284376,0,relax,62,0,1,true,155,0,4,11004,6779,11000,1800,1,17784,2783033,1100329,975979,2783033
0,queue,1250,false,982010.31,0,6,0,0.13341075928563603,0.6030185479120599,true,0.13924811219458744,0.6056926185389178,3,1349594,118.29464227018735,0,relax,62,0,1,true,155,0,4,15004,7201,15000,1800,0,22205,2490469,1140875,988670,2490469
0,queue,1250,false,971268.401,0,5,0,0.11359471533989063,0.5994585911446266,true,0.11624941903314745,0.6006581764537309,4,1333143,121.30178430070153,0,relax,62,0,1,true,155,0,4,13004,7401,13000,1800,0,20405,2432173,1099030,974186,2432173
1,queue,1250,false,957947.388,3,4,0,0.07719925248185844,0.5602346259570565,false,0.07768798146031768,0.5604675322291806,5,1140832,109.83933751637964,0,relax,62,0,1,true,155,0,3,10003,5315,10000,1800,28,15346,2177737,1038637,958455,2179469
0,queue,1250,false,961925.879,0,5,0,0.11991681964779803,0.6236746378686939,true,0.12189054645073129,0.6245186074734361,6,1466396,133.86230876597858,0,relax,62,0,1,true,155,0,3,10003,7486,10000,1800,0,17489,2561847,1095451,964088,2561847
0,queue,1250,false,962977.434,0,6,0,0.09833979393113412,0.5501642471960939,true,0.10354324318285911,0.5527602334618423,7,1078953,100.4420947976362,0,relax,62,0,1,true,155,0,3,11003,5344,11000,1800,0,16347,2153157,1074204,968567,2153157
0,queue,1250,false,983038.375,0,5,0,0.09490962080932919,0.49700184407753284,true,0.09791641048982236,0.49867284810023293,8,871130,79.93910485234119,0,relax,62,0,1,true,155,0,4,13004,4705,13000,1800,0,17709,1960872,1089742,986315,1960872
0,queue,1250,false,947306.65,0,6,0,0.0811855284435112,0.6471510516535942,true,0.08545685806000046,0.6487913546852454,9,1661451,160.39881254072841,0,relax,62,0,1,true,155,0,4,11004,6613,11000,1800,0,17617,2697276,1035825,951731,2697276
